Code,Drug Name,Pack Size,Strength Measure,Name,Reimbursement Price,Non Proprietary Name,Ref Price,Dental,Reference Priced,INN
86135,Clinigrip Tubular Bandage Size A - 4.5 CM X 0.5 M BA0873/B 1 (A),1,,CLINIGRIP TUBULAR SIZE A - 4.5 CM X 0.5 M BA0873/B,0.83,,0.0,N,N,
86139,Clinigrip Tubular Bandage Size F - 10 cm x 0.5 m BA0893/B 1 (A),1,,CLINIGRIP TUBULAR SIZE F - 10 CM X 0.5 M BA0893/B,1.01,,0.0,N,N,
86141,Clinigrip Tubular Bandage Size J - 17.5 cm x 0.5 m BA0901/B 1 (A),1,,CLINIGRIP TUBULAR SIZE J - 17.5 CM X 0.5 M BA0901/B,1.26,,0.0,N,N,
97621,mylife Orbitsoft Infusion Set 9 mm./110 cm. MYOYP4391 10 (A),10,,MYLIFE ORBITSOFT 9 MM/110 CM MYOYP4391,85.0,,0.0,N,N,
88876,Olumiant Film Coated Tabs. 4 mg. 28 (A),28,4MG,OLUMIANT,0.0,,0.0,N,N,BARICITINIB
62305,Testogel Gel 16.2 mg/G. Pump Pack 1 (A),1,16.2MG/G,TESTOGEL GEL PUMP,40.06,,0.0,N,N,TESTOSTERONE
27690,Bisoprolol Fumarate (Accord Healthcare Ltd.) Tabs. 5 mg. 28 (A),28,5MG,BISOPROLOL FUMARATE (ACCORD HEALTHCARE LTD.),1.4,,1.4,N,Y,BISOPROLOL
27691,Bisoprolol Fumarate (Accord Healthcare Ltd.) Tabs. 10 mg. 28 (A),28,10MG,BISOPROLOL FUMARATE (ACCORD HEALTHCARE LTD.),2.24,,2.24,N,Y,BISOPROLOL
30113,Clarithromycin (Accord Healthcare Ltd.) Film Coated Tabs. 250 mg. 14 (A),14,250MG,CLARITHROMYCIN (ACCORD HEALTHCARE LTD.),3.86,,3.8598,Y,Y,CLARITHROMYCIN
30114,Clarithromycin (Accord Healthcare Ltd.) Film Coated Tabs. 500 mg. 14 (A),14,500MG,CLARITHROMYCIN (ACCORD HEALTHCARE LTD.),5.94,,5.9402,Y,Y,CLARITHROMYCIN
86147,Clinigrip Tubular Bandage Size F - 10 cm x 1 m BA0861/B 1 (A),1,,CLINIGRIP TUBULAR SIZE F - 10 CM X 1 M BA0861/B,1.72,,0.0,N,N,
86173,Comfeel Plus Hydrocolloid Transparent Dressing 5 cm x 7 cm 33530 1 (A),1,,COMFEEL PLUS HYDROCOLLOID TRANSPARENT 5 CM X 7 CM 33530,0.62,,0.0,N,N,
86174,Comfeel Plus Hydrocolloid Transparent Dressing 9 cm x 25 cm 33537 1 (A),1,,COMFEEL PLUS HYDROCOLLOID TRANSPARENT 9 CM X 25 CM 33537,2.38,,0.0,N,N,
86176,Comfeel Plus Hydrocolloid Transparent Dressing 15 cm x 15 cm 33539 1 (A),1,,COMFEEL PLUS HYDROCOLLOID TRANSPARENT 15 CM X 15 CM 33539,2.42,,0.0,N,N,
85067,Foodlink Complete Sachet 57 G. 7 (A),7,,FOODLINK COMPLETE 57 G,5.18,,0.0,N,N,ORAL NUTRITIONAL SUPPLEMENT - POWDERED ONS
85068,Foodlink Complete with Fibre Sachet 63 G. 7 (A),7,,FOODLINK COMPLETE WITH FIBRE 63 G,5.74,,0.0,N,N,ORAL NUTRITIONAL SUPPLEMENT - POWDERED ONS
85092,Fortisip Extra 200 ml. Bottle 1 (A),1,,FORTISIP EXTRA 200 ML,1.6,,0.0,N,N,ORAL NUTRITIONAL SUPPLEMENT - HIGH PROTEIN
89257,Rinvoq Prolonged Release Tabs. 45 mg. 28  (A),28,45MG,RINVOQ,0.0,,0.0,N,N,UPADACITINIB
81366,Mevalia Spaghetti 500 G. Pack 1  (A),1,,MEVALIA SPAGHETTI 500 G. PACK,5.0,,0.0,N,N,PASTA - LOW PROTEIN
86446,Acticoat Flex 3 Antimicrobial Dressing 5 cm x 5 cm CTN 5 66800396  1 (A),1,,ACTICOAT FLEX 3 ANTIMICROBIAL 5 CM X 5 CM CTN 5 66800396,3.35,,0.0,N,N,
67027,Pedippi Pdr. for Oral Susp. 4 mg./ml. 90 ml. (B),90,4MG/ML,PEDIPPI PDR. FOR,196.54,,0.0,N,N,OMEPRAZOLE
96108,ESENTA Hydrocolloid Strips Thin Curve 432825 60 (A),60,,ESENTA 423825 HYDROCOLLOID STRIPS THIN CURVE,29.25,,0.0,N,N,
67035,Ontozry Film Coated Tabs. 100 mg. 28 (A),28,100MG,ONTOZRY,121.98,,0.0,N,N,CENOBAMATE
67031,Ontozry Film Coated Tabs. 50 mg. 14 (A),14,50MG,ONTOZRY,66.54,,0.0,N,N,CENOBAMATE
67033,Ontozry Film Coated Tabs. 50 mg. 28 (A),28,50MG,ONTOZRY,97.97,,0.0,N,N,CENOBAMATE
67034,Ontozry Film Coated Tabs. 100 mg. 14 (A),14,100MG,ONTOZRY,68.69,,0.0,N,N,CENOBAMATE
18810,Adrenaline 1 in 1000 (NPB) (Ex Uniphar) Inj. Amps 1 mg./ml. 1 ml. 10 (A),10,1MG/ML,ADRENALINE 1 IN 1000 (NPB) (EX UNIPHAR),3.17,,0.0,N,N,EPINEPHRINE
66990,Sitagliptin/Metformin hydrochloride (Rowa) Film Coated Tabs. 50 mg./850 mg. 56 (A),56,50/850MG,SITAGLIPTIN/METFORMIN HYDROCHLORIDE (ROWA),15.14,,0.0,N,N,SITAGLIPTIN/METFORMIN HYDROCHLORIDE
67029,Vancocin Matrigel Caps. 125 mg. 28 (A),28,125MG,VANCOCIN MATRIGEL,110.52,,0.0,N,N,VANCOMYCIN
66898,Nexium (Originalis B.V.) Gastro Resistant Tabs. 20 mg. 28 (A),28,20MG,NEXIUM (ORIGINALIS B.V.) GASTRO RESISTANT,12.91,,3.3292,N,Y,ESOMEPRAZOLE
67011,Perindopril Arginine TAD (KRKA Pharma) Tabs. 5 mg. 30  (A),30,5MG,PERINDOPRIL ARGININE TAD (KRKA PHARMA),2.83,,4.71,N,Y,PERINDOPRIL
81348,Ketoclassic 3:1 Bisk 30 G. Pack 14  (A),14,,KETOCLASSIC 3:1 BISK 30 G. PACK,24.83,,0.0,N,N,CLINICAL NUTRITIONAL PRODUCTS - KETO
67012,Perindopril Arginine TAD (KRKA Pharma) Tabs. 10 mg. 30  (A),30,10MG,PERINDOPRIL ARGININE TAD (KRKA PHARMA) ,4.03,,6.72,N,Y,PERINDOPRIL
86456,Urgoclean AG Silver Hydrofibres Wound Dressing 6 cm x 6 cm 551123 1 (A),1,,URGOCLEAN AG SILVER HYDROFIBRES 6 CM X 6 CM 551123 ,1.4,,0.0,N,N,
86458,Urgoclean AG Silver Hydrofibres Wound Dressing 15 cm x 20 cm 551125 1 (A),1,,URGOCLEAN AG SILVER HYDROFIBRES 15 CM X 20 CM 551125,6.33,,0.0,N,N,
86452,URGOSTART PLUS BORDER PROTEASE MODULATING WOUND DRESSING 8 CM X 8 CM 552291 1 (A),1,,URGOSTART PLUS BORDER PROTEASE MODULATING 8 CM X 8 CM 552291,4.77,,0.0,N,N,
86453,Urgostart Plus Border Protease Modulating Wound Dressing 10 cm x 10 cm 552292 1 (A),1,,URGOSTART PLUS BORDER PROTEASE MODULATING 10 CM X 10 CM 552292,5.66,,0.0,N,N,
86454,Urgostart Plus Border Protease Modulating Wound Dressing 13 cm x 13 cm 552293 1 (A),1,,URGOSTART PLUS BORDER PROTEASE MODULATING 13 CM X 13 CM 552293,7.92,,0.0,N,N,
86448,Urgostart Contact Layer Wound Dressing 10 x 10 cm 550278 1 (A),1,,URGOSTART CONTACT LAYER 10 X 10 CM 550278,4.03,,0.0,N,N,
86472,Atrauman AG Non-Adherent Primary Contact Layer Wound Dressing with Silver 10 cm x 20 cm 499575 1 (A),1,,ATRAUMAN AG NON-ADHERENT PRIMARY CONTACT LAYER WOUND WITH SILVER 10 CM X 20 CM 499575,2.6,,0.0,N,N,
86476,Allevyn Gentle Border Foam Dressing 7.5 cm x 7.5 cm 1 (A),1,,ALLEVYN GENTLE BORDER 7.5 CM X 7.5 CM,0.96,,0.0,N,N,POLYURETHANE FOAM HYDROPHILIC DRESSING
66867,NiQuitin Mini Mint Lozenges 4 mg. 100 (A),100,4MG,NIQUITIN MINI MINT,17.14,,0.0,N,N,NICOTINE REPLACEMENT THERAPY
89260,Pirfenidone (Clonmel Healthcare) Film Coated Tabs. 801 mg. 84 (A),84,801MG,PIRFENIDONE (CLONMEL HEALTHCARE),0.0,,0.0,N,N,PIRFENIDONE
89254,Pergoveris (Originalis B.V.) Soln. for Inj. in Pre-filled Pen 900 iu/450 iu 1.44 mL. 1 (A),1,900/450IU/1.44 ML,PERGOVERIS (ORIGINALIS B.V.) SOLN. FOR INJ. IN,0.0,,0.0,N,N,FOLLITROPIN ALFA AND LUTROPIN ALFA
89255,Pirfenidone axunio (Rowex) Film Coated Tabs. 267 mg. 252  (A),252,267MG,PIRFENIDONE AXUNIO (ROWEX) ,0.0,,0.0,N,N,PIRFENIDONE
66878,Rosuvastatin (Rowa) Film Coated Tabs. 5 mg. 28 (A),28,5MG,ROSUVASTATIN (ROWA),2.42,,2.4192,N,Y,ROSUVASTATIN
66879,Rosuvastatin (Rowa) Film Coated Tabs. 10 mg. 28 (A),28,10MG,ROSUVASTATIN (ROWA),3.33,,3.3292,N,Y,ROSUVASTATIN
66880,Rosuvastatin (Rowa) Film Coated Tabs. 20 mg. 28 (A),28,20MG,ROSUVASTATIN (ROWA),4.84,,4.8412,N,Y,ROSUVASTATIN
89229,Abiraterone TEVA Film Coated Tabs. 500 mg. 56 (A),56,500MG,ABIRATERONE TEVA ,0.0,,717.36,N,Y,ABIRATERONE
89241,Pirfenidone TEVA Film Coated Tabs. 267 mg. 252 (A),252,267MG,PIRFENIDONE TEVA,0.0,,0.0,N,N,PIRFENIDONE
81343,Foodlink Extra Sachet (Starter Pack Plus Shaker) 85 G. 4  (A),4,,FOODLINK EXTRA SACHET (STARTER PACK PLUS SHAKER) 85 G.,8.76,,0.0,N,N,CLINICAL NUTRITIONAL PRODUCTS - POWDERED ONS
67037,Ontozry Film Coated Tabs. 150 mg. 28 (A),28,150MG,ONTOZRY,133.47,,0.0,N,N,CENOBAMATE
89281,Vitrakvi Hard Caps. 25 mg. 56 (A),56,25MG,VITRAKVI,0.0,,0.0,N,N,LAROTRECTINIB
89280,Tecfidera (iMED Healthcare Ltd.) Gastro-Resistant Hard Caps. 240 mg. 56 (A),56,240MG,TECFIDERA (IMED HEALTHCARE LTD.) GASTRO-RESISTANT,0.0,,0.0,N,N,DIMETHYL FUMARATE
67058,Betahistine Dihydrochloride (Azure Pharmaceuticals) Tabs. 8 mg. 84                                                              (A),84,8MG,BETAHISTINE DIHYDROCHLORIDE (AZURE PHARMACEUTICALS),4.08,,4.0824,N,Y,BETAHISTINE
67062,Nitrofurantoin (Azure Pharmaceuticals) Hard Caps. 50 mg. 30 (A),30,50MG,NITROFURANTOIN (AZURE PHARMACEUTICALS),3.53,,0.0,N,N,NITROFURANTOIN
67063,Nitrofurantoin (Azure Pharmaceuticals) Hard Caps. 100 mg. 30 (A),30,100MG,NITROFURANTOIN (AZURE PHARMACEUTICALS) ,6.06,,0.0,N,N,NITROFURANTOIN
67047,Apixaban Mylan Film Coated Tabs. 2.5 mg. 20 (A),20,2.5MG,APIXABAN MYLAN,9.63,,0.0,N,N,APIXABAN
81842,KetoClassic 3:1 Bar 30 G. Pack 14  (A),14,,KETOCLASSIC 3:1 BAR 30 G. PACK,24.83,,0.0,N,N,CLINICAL NUTRITIONAL PRODUCTS - KETO
81363,PKU Explore 10 25 G. Sachet 30 (A),30,,PKU EXPLORE 10 25 G. SACHET,188.82,,0.0,N,N,INBORN ERRORS OF METABOLISM - PKU
85034,TYR Lophlex 28 G. Pack 30 (A),30,,TYR LOPHLEX 28 G. PACK,507.16,,0.0,N,N,INBORN ERRORS OF METABOLISM - TYR
81845,KetoClassic 3:1 Muesli Meal 300 G. Pack 2 (A),2,,KETOCLASSIC 3:1 MUESLI MEAL 300 G. PACK,39.7,,0.0,N,N,CLINICAL NUTRITIONAL PRODUCTS - KETO
83269,MSUD Lophlex 28 G. Pack 30 (A),30,,MSUD LOPHLEX 28 G. PACK,507.16,,0.0,N,N,INBORN ERRORS OF METABOLISM - MSUD
85050,Neocate Syneo 400 G. Pack 1 (A),1,,NEOCATE SYNEO 400 G. PACK,29.1,,0.0,N,N,MILK SUBSTITUTE - COW'S MILK ALLERGY
81475,Nutrison Peptisorb Plus HEHP 500 ml. Pack 1  (A),1,,NUTRISON PEPTISORB PLUS HEHP 500 ML. PACK,8.88,,0.0,N,N,TUBE FEED - ELEMENTAL AND PEPTIDE BASED
81476,Nutrison Peptisorb Plus HEHP 1000 ml. Pack 1 (A),1,,NUTRISON PEPTISORB PLUS HEHP 1000 ML. PACK,17.75,,0.0,N,N,TUBE FEED - ELEMENTAL AND PEPTIDE BASED
81362,PKU Explore 5 12.5 G. Sachet 30 (A),30,,PKU EXPLORE 5 12.5 G. SACHET,94.41,,0.0,N,N,INBORN ERRORS OF METABOLISM - PKU
82701,Promin Low Protein All Purpose Baking Mix 1000 G. Pack 1 (A),1,,PROMIN LOW PROTEIN ALL PURPOSE BAKING MIX 1000 G. PACK,12.8,,0.0,N,N,BREAD/BREAD MIX/CEREAL/EGG REPLACER/FLOUR ETC. - LOW PROTEIN
82702,Promin Low Protein Burger Mix 62 G. Sachet 4 (A),4,,PROMIN LOW PROTEIN BURGER MIX 62 G. SACHET,15.67,,0.0,N,N,BREAD/BREAD MIX/CEREAL/EGG REPLACER/FLOUR ETC. - LOW PROTEIN
86440,Readywrap Adjustable Compression Wrap System Thigh Piece Tall 30cm Beige/Black Small to XX-Large 1 (A),1,,READYWRAP ADJUSTABLE COMPRESSION WRAP SYSTEM THIGH PIECE TALL 30CM BEIGE/BLACK SMALL TO XX-LARGE,108.73,,0.0,N,N,COHESIVE BANDAGE
86441,Readywrap Adjustable Compression Wrap System Toe Piece Left Beige/Black Small to XX-Large 1 (A),1,,READYWRAP ADJUSTABLE COMPRESSION WRAP SYSTEM TOE PIECE LEFT BEIGE/BLACK SMALL TO XX-LARGE,59.58,,0.0,N,N,COHESIVE BANDAGE
86442,Readywrap Adjustable Compression Wrap System Toe Piece Right Beige/Black Small to XX-Large 1 (A),1,,READYWRAP ADJUSTABLE COMPRESSION WRAP SYSTEM TOE PIECE RIGHT BEIGE/BLACK SMALL TO XX-LARGE,59.58,,0.0,N,N,COHESIVE BANDAGE
86443,Readywrap Compression Wrap System Extender Strap 104740 Beige 104741 Black 1 (A),1,,READYWRAP COMPRESSION WRAP SYSTEM EXTENDER STRAP 104740 BEIGE 104741 BLACK,20.0,,0.0,N,N,COHESIVE BANDAGE
94256,ConvaTec Esteem+ Flex Convex Urostomy V1 Pre Cut 25 mm/30 mm/35 mm/40 mm/45 mm 422552/53/54/55/56 10 (A),10,,CONVATEC ESTEEM+ 422552/53/54/55/56 FLEX CONVEX UROSTOMY V1 PRE CUT 25MM/30MM/35MM/40MM/45MM ,61.38,,0.0,N,N,
94257,ConvaTec Esteem+ Flex Convex Urostomy V2 Pre Cut 25 mm/30 mm/35 mm 422559/60/61 10 (A),10,,CONVATEC ESTEEM+ 422559/60/61 FLEX CONVEX UROSTOMY V2 PRE CUT 25MM/30MM/35MM ,61.38,,0.0,N,N,
94215,"AMI Medical Easy Peel Support Belt with Shield 20 cm Small, Medium, Large, X Large, XX Large SPX761LB/62LB/63LB/64LB/65LB 1 (A)",1,,AMI MEDICAL EASY PEEL SUPPORT BELT WITH SHIELD 20 CM SPX761LB/62LB/63LB/64LB/65LB,80.52,,0.0,N,N,
94216,"AMI Medical Easy Peel Support Belt with Shield 20 cm Small, Medium, Large, X Large, XX Large SPX761LS/62LS/63LS/64LS/65LS 1 (A)",1,,AMI MEDICAL EASY PEEL SUPPORT BELT WITH SHIELD 20 CM SPX761LS/62LS/63LS/64LS/65LS,80.52,,0.0,N,N,
94217,"AMI Medical Easy Peel Support Belt with Shield 20 cm Small, Medium, Large, X Large, XX Large SPX761RW/62RW/63RW/64RW/65RW 1 (A)",1,,AMI MEDICAL EASY PEEL SUPPORT BELT WITH SHIELD 20 CM SPX761RW/62RW/63RW/64RW/65RW,80.52,,0.0,N,N,
94221,"AMI Medical Easy Peel Support Belt with Shield 26 cm Small, Medium, Large, X Large, XX Large SPX771LW/72LW/73LW/74LW/75LW 1 (A)",1,,AMI MEDICAL EASY PEEL SUPPORT BELT WITH SHIELD 26 CM SPX771LW/72LW/73LW/74LW/75LW,87.33,,0.0,N,N,
94222,"AMI Medical Easy Peel Support Belt with Shield 26 cm Small, Medium, Large, X Large, XX Large SPX771LB/72LB/73LB/74LB/75LB 1 (A)",1,,AMI MEDICAL EASY PEEL SUPPORT BELT WITH SHIELD 26 CM SPX771LB/72LB/73LB/74LB/75LB,87.33,,0.0,N,N,
94223,"AMI Medical Easy Peel Support Belt with Shield 26 cm Small, Medium, Large, X Large, XX Large SPX771LS/72LS/73LS/74LS/75LS 1 (A)",1,,AMI MEDICAL EASY PEEL SUPPORT BELT WITH SHIELD 26 CM SPX771LS/72LS/73LS/74LS/75LS,87.33,,0.0,N,N,
94224,"AMI Medical Easy Peel Support Belt with Shield 26 cm Small, Medium, Large, X Large, XX Large SPX771RW/72RW/73RW/74RW/75RW 1 (A)",1,,AMI MEDICAL EASY PEEL SUPPORT BELT WITH SHIELD 26 CM SPX771RW/72RW/73RW/74RW/75RW,87.33,,0.0,N,N,
94228,"AMI Medical Easy Peel Support Belt with Shield 26 cm Small, Medium, Large, X Large, XX Large SPX771RS/72RS/73RS/74RS/75RS 1 (A)",1,,AMI MEDICAL EASY PEEL SUPPORT BELT WITH SHIELD 26 CM SPX771RS/72RS/73RS/74RS/75RS,87.33,,0.0,N,N,
94261,ConvaTec Esteem+ Soft Convex Closed V1 Pre Cut 35 mm/40 mm/45 mm 422529/30/31 30 (A),30,,CONVATEC ESTEEM+ 422529/30/31 SOFT CONVEX CLOSED V1 PRE CUT 35MM/40MM/45MM ,107.13,,0.0,N,N,
94262,ConvaTec Esteem+ Soft Convex Closed V2 Pre Cut 25 mm/30 mm/35 mm 422533/34/35 30 (A),30,,CONVATEC ESTEEM+ 422533/34/35 SOFT CONVEX CLOSED V2 PRE CUT 25MM/30MM/35MM ,107.13,,0.0,N,N,
94263,ConvaTec Esteem+ Soft Convex Closed V3 Pre Cut 25 mm 422538 30 (A),30,,CONVATEC ESTEEM+ 422538 SOFT CONVEX CLOSED V3 PRE CUT 25MM ,107.13,,0.0,N,N,
94233,"Lubri-Sil, Comprehensive Care Foley Tray (Bard) D17585S12 D17585M12 D17585L12 D17585S14 D17585M14 D17585L14 D17585S16 D17585M16 D17585L16 1 (A)",1,,"LUBRI-SIL, COMPREHENSIVE CARE FOLEY TRAY (BARD) D17585S12/M12/L12/S14/M14/L14/S16/M16/L16",17.42,,0.0,N,N,
85163,Medtronic MiniMed Mio Advance 60 cm. 9 mm. MMT-243A -10 Pieces (A),10,,MEDTRONIC MINIMED MIO ADVANCE 60 CM. 9 MM. MMT-243A -10 PIECES,107.0,,0.0,N,N,INSULIN INFUSION SETS
85164,Medtronic MiniMed Mio Advance 110 cm. 6 mm. MMT-213A - 10 Pieces (A),10,,MEDTRONIC MINIMED MIO ADVANCE 110 CM. 6 MM. MMT-213A - 10 PIECES,107.0,,0.0,N,N,INSULIN INFUSION SETS
85172,Medtronic MiniMed Paradigm Silhouette 60 cm. Full Set MMT-378A - 10 Pieces (A),10,,MEDTRONIC MINIMED PARADIGM SILHOUETTE 60 CM. FULL SET MMT-378A - 10 PIECES,105.0,,0.0,N,N,INSULIN INFUSION SETS
85177,Medtronic Mio Blue 45 cm. 6 mm. MMT-941A - 10 Pieces (A),10,,MEDTRONIC MIO BLUE 45 CM. 6 MM. MMT-941A - 10 PIECES,105.0,,0.0,N,N,INSULIN INFUSION SETS
85188,Medtronic Quick-Set Pardigm 45 cm. 6 mm. MMT-394A - 10 Pieces (A),10,,MEDTRONIC QUICK-SET PARDIGM 45 CM. 6 MM. MMT-394A - 10 PIECES,96.8,,0.0,N,N,INSULIN INFUSION SETS
85196,Medtronic Silhouette Paradigm 45 cm. 13 mm. MMT-368A - 10 Pieces (A),10,,MEDTRONIC SILHOUETTE PARADIGM 45 CM. 13 MM. MMT-368A - 10 PIECES,105.0,,0.0,N,N,INSULIN INFUSION SETS
85153,Altrajuce 200 ml. Pack 1 (A),1,,ALTRAJUCE 200 ML PACK,1.8,,0.0,N,N,ORAL NUTRITIONAL SUPPLEMENT - JUICE
81843,KetoClassic 3:1 Bolognese Meal 130 G. Pack 14 (A),14,,KETOCLASSIC 3:1 BOLOGNESE MEAL 130 G. PACK,86.28,,0.0,N,N,CLINICAL NUTRITIONAL PRODUCTS - KETO
81844,KetoClassic 3:1 Chicken Meal 135 G. Pack 14  (A),14,,KETOCLASSIC 3:1 CHICKEN MEAL 135 G. PACK,87.33,,0.0,N,N,CLINICAL NUTRITIONAL PRODUCTS - KETO
86415,Actilymph Class 2 Below Knee Closed Toe Sand/Black Small to X-Large (European Standard) Pair 1 (A),1,,ACTILYMPH CLASS 2 BELOW KNEE CLOSED TOE SAND/BLACK SMALL TO X-LARGE (EUROPEAN STANDARD),30.0,,0.0,N,N,ELASTIC STOCKINGS AND SUPPORTS
94240,Clinisupplies Urilite Leg Bag 500 ml Long/T Slide Tap UL500L+ 10 (A),10,,CLINISUPPLIES URILITE UL500L+ LEG BAG 500 ML LONG/T SLIDE TAP,31.1,,0.0,N,N,
82703,Promin Low Protein Burger Mix Beef Flavour 62 G. Sachet 4 (A),4,,PROMIN LOW PROTEIN BURGER MIX BEEF FLAVOUR 62 G. SACHET,13.54,,0.0,N,N,BREAD/BREAD MIX/CEREAL/EGG REPLACER/FLOUR ETC. - LOW PROTEIN
82706,Promin Low Protein Instant Mash Potato Mix 445 G. Pack 1 (A),1,,PROMIN LOW PROTEIN INSTANT MASH POTATO MIX 445 G. PACK,10.9,,0.0,N,N,BREAD/BREAD MIX/CEREAL/EGG REPLACER/FLOUR ETC. - LOW PROTEIN
86434,Readywrap Adjustable Compression Wrap System Calf Piece Average 30cm Beige/Black Small to XX-Large 1 (A),1,,READYWRAP ADJUSTABLE COMPRESSION WRAP SYSTEM CALF PIECE AVERAGE 30CM BEIGE/BLACK SMALL TO XX-LARGE,97.29,,0.0,N,N,COHESIVE BANDAGE
89087,Erleada Film Coated Tabs. 60 mg. 112  (A),112,60MG ,ERLEADA,0.0,,0.0,N,N,APALUTAMIDE
85228,"AutoSoft90 Infusion Set 9mm Cannula, 60cm Tubing T:lock Pink 1002822 - 10 Pieces (A)",10,,AUTOSOFT90 INFUSION SET 1002822 9MM CANNULA 60CM TUBING T:LOCK PINK,99.88,,0.0,N,N,INSULIN INFUSION SETS
73593,Trulicity (P.C.O. Mfg.) Once Weekly Soln. for Inj. in Pre-filled Pen 1.5 mg./0.5 ml. 4 (A),4,1.5MG/0.5 ML,TRULICITY (P.C.O. MFG.) ONCE WEEKLY SOLN. FOR INJ. IN PRE-FILLED ,90.89,,0.0,N,N,DULAGLUTIDE
37421,Olmesartan Medoxomil/Amlodipine/Hydrochlorothiazide (Accord Healthcare Ltd.) Film Coated Tabs. 20 mg./5 mg./12.5 mg. 28  (A),28,20/5/12.5MG,OLMESARTAN MEDOXOMIL/AMLODIPINE/HYDROCHLOROTHIAZIDE (ACCORD HEALTHCARE LTD.),7.75,,0.0,N,N,"OLMESARTAN MEDOXOMIL, AMLODIPINE AND HYDROCHLOROTHIAZIDE"
37426,Sperizak Pdr. and Solv. for Prolonged Release Susp. for Inj. 25 mg. Vial 1  (A),1,25MG,SPERIZAK PDR. AND SOLV. FOR PROLONGED RELEASE SUSP. FOR INJ. ,39.75,,0.0,N,N,RISPERIDONE
93927,Consecura Two Piece Closed Pouch with Filter Opaque S617/9LP 30 (A),30,,CONVATEC S617/9LP CONSECURA TWO PIECE CLOSED POUCH WITH FILTER OPAQUE,46.05,,0.0,N,N,TWO PIECE OSTOMY SYSTEMS
94286,TG Eakin Ltd. Eakin Dot 1 Piece Convex Drainable Standard 30 mm 840208 10 (A),10,,TG EAKIN LTD. 840208 EAKIN DOT 1 PIECE CONVEX DRAINABLE STANDARD 30MM ,57.89,,0.0,N,N,
94287,TG Eakin Ltd. Eakin Dot 1 Piece Convex Drainable Standard 32.5 mm 840209 10 (A),10,,TG EAKIN LTD.  840209 EAKIN DOT 1 PIECE CONVEX DRAINABLE STANDARD 32.5MM,57.89,,0.0,N,N,
94296,TG Eakin Ltd. Eakin Dot 1 Piece Flat Drainable Maxi CTF 15-70 mm 840303 30 (A),30,,TG EAKIN LTD. 840303 EAKIN DOT 1 PIECE FLAT DRAINABLE MAXI CTF 15-70MM ,110.72,,0.0,N,N,
94298,TG Eakin Ltd. Eakin Dot 1 Piece Flat Drainable Standard 22.5 mm 840305 30 (A),30,,TG EAKIN LTD. 840305 EAKIN DOT 1 PIECE FLAT DRAINABLE STANDARD 22.5MM ,110.72,,0.0,N,N,
94303,TG Eakin Ltd. Eakin Dot 1 Piece Flat Drainable Standard 27.5 mm 840307 30 (A),30,,TG EAKIN LTD. 840307 EAKIN DOT 1 PIECE FLAT DRAINABLE STANDARD 27.5MM  ,110.72,,0.0,N,N,
81847,KetoClassic 3:1 Savoury Meal (2 x 30 G.) Pack 14 (A),14,,KETOCLASSIC 3:1 SAVOURY MEAL (2 X 30 G.) PACK,49.14,,0.0,N,N,CLINICAL NUTRITIONAL PRODUCTS - KETO
82704,Promin Low Protein Burger Mix Chicken Flavour 62 G. Sachet 4 (A),4,,PROMIN LOW PROTEIN BURGER MIX CHICKEN FLAVOUR 62 G. SACHET,13.54,,0.0,N,N,BREAD/BREAD MIX/CEREAL/EGG REPLACER/FLOUR ETC. - LOW PROTEIN
82705,Promin Low Protein Burger Mix Chilli Flavour 62 G. Sachet 4 (A),4,,PROMIN LOW PROTEIN BURGER MIX CHILLI FLAVOUR 62 G. SACHET,13.54,,0.0,N,N,BREAD/BREAD MIX/CEREAL/EGG REPLACER/FLOUR ETC. - LOW PROTEIN
82707,Promin Low Protein Potato Cake Mix 300 G. Pack 1 (A),1,,PROMIN LOW PROTEIN POTATO CAKE MIX 300 G. PACK,6.35,,0.0,N,N,BREAD/BREAD MIX/CEREAL/EGG REPLACER/FLOUR ETC. - LOW PROTEIN
86414,Actilymph Class 2 Below Knee Closed Toe Petite Length Sand sizes Small to X-Large (European Standard) Pair 1 (A),1,,ACTILYMPH CLASS 2 BELOW KNEE CLSD TOE PETITE LENGTH SAND SIZES SMALL TO X-LARGE (EUROPEAN STANDARD),30.0,,0.0,N,N,ELASTIC STOCKINGS AND SUPPORTS
36548,Esomeprazole Aristo (JED Pharma) Gastro Resistant Hard Caps. 20 mg. 28  (A),28,20MG,ESOMEPRAZOLE ARISTO (JED PHARMA) GASTRO RESISTANT ,3.33,,3.3292,N,Y,ESOMEPRAZOLE
26135,Flixotide (P.C.O. Mfg.) Evohaler 50 mcg. 120 Dose Aerosol 1  (A),1,50MCG,FLIXOTIDE (P.C.O. MFG.) ,7.33,,0.0,N,N,FLUTICASONE
29207,Invega (P.C.O. Mfg.) Prolonged Release Tabs. 3 mg. 28  (A),28,3 MG,INVEGA (P.C.O. MFG.) ,52.75,,0.0,N,N,PALIPERIDONE
43927,Renvela (P.C.O. Mfg.) Film Coated Tabs. 800 mg. 180  (A),180,800MG,RENVELA (P.C.O. MFG.) ,77.32,,0.0,N,N,SEVELAMER
41800,Tibolone Aristo (JED Pharma) Tabs. 2.5 mg. 28  (A),28,2.5MG,TIBOLONE ARISTO (JED PHARMA) ,4.85,,0.0,N,N,TIBOLONE
