Code,Drug Name,Pack Size,Strength Measure,Name,Reimbursement Price,Non Proprietary Name,Ref Price,Dental,Reference Priced,INN
88134,Kalydeco Film Coated Tabs. 150 mg. 56 (A),56,150MG,KALYDECO,0.0,,0.0,N,N,IVACAFTOR
88248,Zelboraf Film Coated Tabs. 240 mg. 56 (A),56,240MG,ZELBORAF,0.0,,0.0,N,N,VEMURAFENIB
17565,Kalcipos-D Forte Film Coated Tabs. 500 mg./800 iu 60 (A),60,500/800MG/IU,KALCIPOS-D FORTE,8.29,,0.0,N,N,CALCIUM CARBONATE AND COLECALCIFEROL
32578,Nemdatine Film Coated Tabs. 10 mg. 56 (A),56,10MG,NEMDATINE,13.44,,13.44,N,Y,MEMANTINE
32743,Notiabolfen XL Prolonged Release Tabs. 300 mg. 60 (A),60,300MG,NOTIABOLFEN XL PROLONGED RELEASE,30.46,,30.462,N,Y,QUETIAPINE
32796,Notiabolfen XL Prolonged Release Tabs. 400 mg. 60 (A),60,400MG,NOTIABOLFEN XL PROLONGED RELEASE,42.12,,42.12,N,Y,QUETIAPINE
33535,Sildenafil (Clonmel) Film Coated Tabs. 50 mg. 4 (A),4,50MG,SILDENAFIL (CLONMEL),1.41,,1.41,N,Y,SILDENAFIL
33536,Sildenafil (Clonmel) Film Coated Tabs. 100 mg. 4 (A),4,100MG,SILDENAFIL (CLONMEL) ,1.5,,1.51,N,Y,SILDENAFIL
37133,Icorvida SR Prolonged Release Tabs. 1.5 mg. 30 (A),30,1.5MG,ICORVIDA SR PROLONGED RELEASE,2.71,,0.0,N,N,INDAPAMIDE
45115,Montelukast Mylan (Gerard Labs.) Chewable Tabs. 4 mg. 28 (A),28,4MG,MONTELUKAST MYLAN (GERARD LABS.),5.04,,5.04,N,Y,MONTELUKAST
45116,Montelukast Mylan (Gerard Labs.) Chewable Tabs. 5 mg. 28 (A),28,5MG,MONTELUKAST MYLAN (GERARD LABS.),5.32,,5.32,N,Y,MONTELUKAST
45117,Montelukast Mylan (Gerard Labs.) Film Coated Tabs. 10 mg. 28 (A),28,10MG,MONTELUKAST MYLAN (GERARD LABS.),5.88,,5.88,N,Y,MONTELUKAST
51412,Levetiracetam (Accord Healthcare Ltd.) Film Coated Tabs. 1000 mg. 60 (A),60,1000MG,LEVETIRACETAM (ACCORD HEALTHCARE LTD),58.29,,0.0,N,N,LEVETIRACETAM
45416,Tyvense Hard Caps. 50 mg. 28 (A),28,50MG,TYVENSE,77.46,,0.0,N,N,LISDEXAMFETAMINE
45417,Tyvense Hard Caps. 70 mg. 28 (A),28,70MG,TYVENSE,85.98,,0.0,N,N,LISDEXAMFETAMINE
33593,Vizarsin Orodispersible Tabs. 50 mg. 4 (A),4,50MG,VIZARSIN ORODISPERSIBLE,1.41,,1.41,N,Y,SILDENAFIL
33594,Vizarsin Orodispersible Tabs. 100 mg. 4 (A),4,100MG,VIZARSIN ORODISPERSIBLE,1.51,,0.0,N,N,SILDENAFIL
45105,Montelair Film Coated Tabs. 10 mg. 28 (A),28,10MG,MONTELAIR,5.88,,5.88,N,Y,MONTELUKAST
33520,Sildenafil (Actavis) Film Coated Tabs. 25 mg. 4 (A),4,25MG,SILDENAFIL (ACTAVIS) ,1.33,,1.33,N,Y,SILDENAFIL
33521,Sildenafil (Actavis) Film Coated Tabs. 50 mg. 4 (A),4,50MG,SILDENAFIL (ACTAVIS) ,1.41,,1.41,N,Y,SILDENAFIL
33522,Sildenafil (Actavis) Film Coated Tabs. 100 mg. 4 (A),4,100MG,SILDENAFIL (ACTAVIS) ,1.51,,1.51,N,Y,SILDENAFIL
16140,Ibandronic Acid (Clonmel) Film Coated Tabs. 150 mg. 1 (A),1,150MG,IBANDRONIC ACID (CLONMEL),5.69,,5.69,N,Y,IBANDRONIC ACID
53567,Timofluid Eye Gel 1 mg./G. 0.4 G. Sachet 30 (A),30,1MG/G,TIMOFLUID EYE GEL 0.4 G.,6.02,,0.0,N,N,TIMOLOL
53915,Raporsin Prolonged Release Tabs. 8 mg. 28 (A),28,8MG,RAPORSIN PROLONGED RELEASE,7.07,,0.0,N,N,DOXAZOSIN
42046,Trusitev SR Prolonged Release Hard Caps. 2 mg. 28 (A),28,2MG,TRUSITEV SR PROLONGED RELEASE,7.84,,7.84,N,Y,TOLTERODINE
42052,Trusitev SR Prolonged Release Hard Caps. 4 mg. 28 (A),28,4MG,TRUSITEV SR PROLONGED RELEASE,10.08,,10.08,N,Y,TOLTERODINE
88328,Teysuno Hard Caps. 15 mg. 126 (A),126,15MG,TEYSUNO,0.0,,0.0,N,N,"TEGAFUR, COMBINATIONS"
88116,Inlyta Film Coated Tabs. 1 mg. 56 (A),56,1MG,INLYTA,0.0,,0.0,N,N,AXITINIB
17598,Betmiga Prolonged Release Tabs. 25 mg. 30 (A),30,25MG,BETMIGA PROLONGED RELEASE,35.64,,0.0,N,N,MIRABEGRON
33303,"Flutiform Metered Dose Pressurised Inhal. Susp. 250 mcg./10 mcg. per actuation, 120 Doses 1 (A)",1,250/10MCG,FLUTIFORM METERED DOSE PRESSURISED INHAL.,49.36,,0.0,N,N,FORMOTEROL AND FLUTICASONE
33302,"Flutiform Metered Dose Pressurised Inhal. Susp. 125 mcg./5 mcg. per actuation, 120 Doses 1 (A)",1,125/5MCG,FLUTIFORM METERED DOSE PRESSURISED INHAL.,32.01,,0.0,N,N,FORMOTEROL AND FLUTICASONE
45157,Montelukast TEVA Chewable Tabs. 4 mg. 28 (A),28,4MG,MONTELUKAST TEVA,5.04,,5.04,N,Y,MONTELUKAST
19385,Nortem Tabs. 10 mg. 28 (A),28,10MG,NORTEM,2.0,,0.0,Y,N,TEMAZEPAM
85113,GlucoMen LX B-Ketone Sensor 10 (A),10,,GLUCOMEN LX B-KETONE,23.64,,0.0,N,N,
33504,Sidena Tabs. 25 mg. 4 (A),4,25MG,SIDENA,1.32,,1.33,N,Y,SILDENAFIL
33506,Sidena Tabs. 100 mg. 4 (A),4,100MG,SIDENA,1.5,,1.51,N,Y,SILDENAFIL
33515,Sildenafil (Accord Healthcare Ltd.) Film Coated Tabs. 25 mg. 4 (A),4,25MG,SILDENAFIL (ACCORD HEALTHCARE LTD) ,1.33,,1.33,N,Y,SILDENAFIL
88329,Teysuno Hard Caps. 20 mg. 84 (A),84,20MG,TEYSUNO,0.0,,0.0,N,N,"TEGAFUR, COMBINATIONS"
88408,Viread Tabs. 245 mg. 30 (A),30,245MG,VIREAD,0.0,,0.0,N,N,TENOFOVIR DISOPROXIL
32632,Notiabolfen XL Prolonged Release Tabs. 200 mg. 60 (A),60,200MG,NOTIABOLFEN XL PROLONGED RELEASE,23.98,,23.982,N,Y,QUETIAPINE
14047,Eliquis Film Coated Tabs. 5 mg. 56 (A),56,5MG,ELIQUIS,60.56,,0.0,N,N,APIXABAN
45131,Montelukast Paed. (Accord Healthcare Ltd.) Chewable Tabs. 5 mg. 28 (A),28,5MG,MONTELUKAST PAED (ACCORD HEALTHCARE LTD.),5.32,,5.32,N,Y,MONTELUKAST
45132,Montelukast (Accord Healthcare Ltd.) Film Coated Tabs. 10 mg. 28 (A),28,10MG,MONTELUKAST (ACCORD HEALTHCARE LTD.),5.88,,5.88,N,Y,MONTELUKAST
45140,Montelukast Paed. (Actavis) Chewable Tabs. 4 mg. 28 (A),28,4MG,MONTELUKAST PAED (ACTAVIS),5.04,,5.04,N,Y,MONTELUKAST
45141,Montelukast Paed. (Actavis) Chewable Tabs. 5 mg. 28 (A),28,5MG,MONTELUKAST PAED (ACTAVIS),5.32,,5.32,N,Y,MONTELUKAST
45142,Montelukast (Actavis) Film Coated Tabs. 10 mg. 28 (A),28,10MG,MONTELUKAST (ACTAVIS),5.88,,5.88,N,Y,MONTELUKAST
45152,Montelukast Paed (Rowex) Chewable Tabs. 4 mg. 28 (A),28,4MG,MONTELUKAST PAED (ROWEX),5.04,,5.04,N,Y,MONTELUKAST
45170,Quetex XR Prolonged Release Tabs. 400 mg. 60 (A),60,400MG,QUETEX XR PROLONGED RELEASE,42.12,,42.12,N,Y,QUETIAPINE
45103,Montelair Chewable Tabs. 4 mg. 28 (A),28,4MG,MONTELAIR,5.04,,5.04,N,Y,MONTELUKAST
45104,Montelair Chewable Tabs. 5 mg. 28 (A),28,5MG,MONTELAIR,5.32,,5.32,N,Y,MONTELUKAST
17083,Celluvisc (P.C.O. Mfg. D.P.R.) Eye Drop Soln. 1% 0.4 ml. Unit Dose 30 (A),30,1%,CELLUVISC (P.C.O. MFG. D.P.R.),6.54,,0.0,N,N,ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS
66030,Colomycin (P.C.O. Mfg. D.P.R.) Inj. 1 MU 10 (A),10,1MU,COLOMYCIN (P.C.O. MFG. D.P.R.) ,22.29,,0.0,N,N,COLISTIN
22007,Desmotabs Melt (P.C.O. Mfg.) Tabs. 120 mcg. 30 (A),30,120MCG,DESMOTABS MELT (P.C.O. MFG.),40.99,,0.0,N,N,DESMOPRESSIN
13809,Efient (P.C.O. Mfg.) Film Coated Tabs. 10 mg. 28 (A),28,10MG,EFIENT (P.C.O. MFG.),23.41,,0.0,N,N,PRASUGREL
45109,Montelukast (KRKA Pharma) Film Coated Tabs. 10 mg. 28 (A),28,10MG,MONTELUKAST (KRKA PHARMA),5.88,,5.88,N,Y,MONTELUKAST
29720,Januvia (P.C.O. Mfg.) Tabs. 100 mg. 28 (A),28,100MG,JANUVIA (P.C.O. MFG.),9.95,,9.94,N,Y,SITAGLIPTIN
63005,Levemir (P.C.O. Mfg.) Penfill Cartridge 100 units/ml. 3 ml. 5 (A),5,100IU/ML,LEVEMIR (P.C.O. MFG.) PENFILL,48.25,,0.0,N,N,"INSULIN DETEMIR, LONG-ACTING"
63015,Levemir (P.C.O. Mfg.) Flexpen Pre-Filled Pen 100 units/ml. 3 ml. 5 (A),5,100IU/ML,LEVEMIR (P.C.O. MFG.) FLEXPEN,49.26,,0.0,N,N,"INSULIN DETEMIR, LONG-ACTING"
37676,Oramox Hard Caps. 250 mg. 500 (A),500,250MG,ORAMOX ,40.18,,0.0,Y,N,AMOXICILLIN
68930,NovoMix 30 (P.C.O. Mfg.) FlexPen 100 IU/ml. 3 ml. Pre-filled Pen 5 (A),5,100IU/ML,NOVOMIX 30 (P.C.O. MFG.) FLEXPEN,35.13,,0.0,N,N,INSULIN ASPART INTERMEDIATE-ACTING COMBINED WITH FAST-ACTING
37677,Oramox Hard Caps. 500 mg. 100 (A),100,500MG,ORAMOX ,16.15,,0.0,Y,N,AMOXICILLIN
37678,Oramox Hard Caps. 500 mg. 500 (A),500,500MG,ORAMOX ,78.06,,0.0,Y,N,AMOXICILLIN
91610,Oramox Susp. 125 mg./5 ml. 100 ml. (B),100,125/5MG/ML,ORAMOX ,3.09,,0.0,N,N,AMOXICILLIN
91611,Oramox Susp. 250 mg./5 ml. 100 ml. (B),100,250/5MG/ML,ORAMOX ,4.15,,0.0,Y,N,AMOXICILLIN
59430,Prednisolone (Clonmel) Tabs. 5 mg. 98 (A),98,5MG,PREDNISOLONE (CLONMEL),3.06,,0.0,N,N,PREDNISOLONE
53922,Raporsin Prolonged Release Tabs. 4 mg. 28 (A),28,4MG,RAPORSIN PROLONGED RELEASE,3.68,,3.6792,N,Y,DOXAZOSIN
62730,NovoRapid (P.C.O. Mfg.) Penfill Cartidge 100 IU/ml. 3 ml. Cartridge 5 (A),5,100IU/ML,NOVORAPID (P.C.O. MFG.) PENFILL,29.08,,0.0,N,N,"INSULIN ASPART, FAST-ACTING"
51303,Vagifem Vaginal Tabs. 10 mcg. 24 (A),24,10MCG,VAGIFEM VAGINAL,10.32,,0.0,N,N,ESTRADIOL
42725,Procoralan (P.C.O. Mfg.) Tabs. 5 mg. 56 (A),56,5MG,PROCORALAN (P.C.O. MFG.),13.6,,13.5968,N,Y,IVABRADINE
25805,Folic Acid (Clonmel) Tabs. 5 mg. 56 (A),56,5MG,FOLIC ACID (CLONMEL),1.58,,0.0,N,N,FOLIC ACID
36513,Omeprazole (Bluefish) Gastro-Resistant Caps. 10 mg. 28 (A),28,10MG,OMEPRAZOLE (BLUEFISH) GASTRO-RESISTANT,3.36,,3.36,N,Y,OMEPRAZOLE
44517,Prosentio Tabs. 100 mg. 30 (A),30,100MG,PROSENTIO,23.41,,23.4,N,Y,MODAFINIL
36612,Mirapexin PR (P.C.O. Mfg.) Tabs. 1.05 mg. 30 (A),30,1.05MG,MIRAPEXIN PR (P.C.O. MFG.),47.41,,0.0,N,N,PRAMIPEXOLE
36613,Mirapexin PR (P.C.O. Mfg.) Tabs. 2.1 mg. 30 (A),30,2.1MG,MIRAPEXIN PR (P.C.O. MFG.),94.82,,0.0,N,N,PRAMIPEXOLE
33526,Mirena (P.C.O. Mfg.) 20 mcg./24 hrs. Intrauterine System Pack 1 (A),1,20MCG/24 HRS,MIRENA (P.C.O. MFG.) INTRAUTERINE SYSTEM,112.43,,0.0,N,N,PLASTIC IUD WITH PROGESTOGEN
45107,Montelukast (KRKA Pharma) Chewable Tabs. 4 mg. 28 (A),28,4MG,MONTELUKAST (KRKA PHARMA),5.04,,5.04,N,Y,MONTELUKAST
44506,Neupro Transdermal (P.C.O. Mfg.) Patches 8 mg./24 Hour 28 (A),28,8MG/24 HOUR,NEUPRO TRANSDERMAL (P.C.O. MFG.),143.47,,0.0,N,N,ROTIGOTINE
60616,Pradaxa (P.C.O. Mfg.) Hard Caps. 110 mg. 60 (30 Day Dose) (A),60,110MG,PRADAXA (P.C.O. MFG.) 30 DAY DOSE,25.41,,0.0,N,N,DABIGATRAN ETEXILATE
39109,Perindopril Tosilate TEVA Film Coated Tabs. 5 mg. 30 (A),30,5MG,PERINDOPRIL TOSILATE TEVA,4.71,,4.71,N,Y,PERINDOPRIL
60617,Pradaxa (P.C.O. Mfg.) Hard Caps. 150 mg. 60 (30 Day Dose) (A),60,150MG,PRADAXA (P.C.O. MFG.) 30 DAY DOSE,25.52,,0.0,N,N,DABIGATRAN ETEXILATE
39110,Perindopril Tosilate TEVA Film Coated Tabs. 10 mg. 30 (A),30,10MG,PERINDOPRIL TOSILATE TEVA,6.72,,6.72,N,Y,PERINDOPRIL
42706,Procoralan (P.C.O. Mfg.) Tabs. 7.5 mg. 56 (A),56,7.5MG,PROCORALAN (P.C.O. MFG.),18.49,,18.4856,N,Y,IVABRADINE
39115,Perindopril Tosilate/Indapamide TEVA Film Coated Tabs. 5 mg./1.25 mg. 30 (A),30,5/1.25MG/MG,PERINDOPRIL TOSILATE/INDAPAMIDE TEVA,7.14,,7.14,N,Y,PERINDOPRIL AND DIURETICS
53625,Avamys (iMED Healthcare Ltd.) Nasal Spray Susp. 27.5 mcg. 120 Dose Pack 1 (A),1,27.5MCG,AVAMYS (IMED HEALTHCARE LTD) NASAL SPRAY,4.14,,0.0,N,N,FLUTICASONE FUROATE
43760,Fycompa Film Coated Tabs. 2 mg. 7 (A),7,2MG,FYCOMPA,25.37,,0.0,N,N,PERAMPANEL
32661,Exforge (P.C.O. Mfg.) Film Coated Tabs. 5 mg./80 mg. 28 (A),28,5/80MG/MG,EXFORGE (P.C.O. MFG.),9.41,,0.0,N,N,VALSARTAN AND AMLODIPINE
32663,Exforge (P.C.O. Mfg.) Film Coated Tabs. 10 mg./160 mg. 28 (A),28,10/160MG/MG,EXFORGE (P.C.O. MFG.),12.88,,0.0,N,N,VALSARTAN AND AMLODIPINE
14578,ExforgeHCT (P.C.O. Mfg.) Film Coated 5 mg./160 mg./12.5 mg. 28 (A),28,5/160/12.5MG,EXFORGEHCT (P.C.O MFG.),12.55,,0.0,N,N,"VALSARTAN, AMLODIPINE AND HYDROCHLOROTHIAZIDE"
14579,ExforgeHCT (P.C.O. Mfg.) Film Coated Tabs. 10 mg./160 mg./12.5 mg. 28 (A),28,10/160/12.5MG,EXFORGEHCT (P.C.O. MFG.),12.55,,0.0,N,N,"VALSARTAN, AMLODIPINE AND HYDROCHLOROTHIAZIDE"
24490,Exelon Transdermal (P.C.O. Mfg.) Patch 4.6 mg./24 Hour 30 (A),30,4.6MG/24 HOUR,EXELON TRANSDERMAL (P.C.O. MFG.) ,35.23,,0.0,N,N,RIVASTIGMINE
24491,Exelon Transdermal (P.C.O. Mfg.) Patch 9.5 mg./24 Hour 30 (A),30,9.5MG/24 HOUR,EXELON TRANSDERMAL (P.C.O. MFG.) ,39.8,,0.0,N,N,RIVASTIGMINE
29710,Janumet (P.C.O. Mfg.) Tabs. 50 mg./850 mg. 56 (A),56,50/850MG,JANUMET (P.C.O. MFG.) ,14.69,,0.0,N,N,METFORMIN AND SITAGLIPTIN
27520,Ganfort (P.C.O. Mfg.) Eye Drops Soln. 300 mcg./ml. + 5 mg./ml. 3 ml. (B),3,300 + 5MCG+MG/ML,GANFORT (P.C.O. MFG.) ,12.19,,0.0,N,N,"TIMOLOL, COMBINATIONS"
29205,Invega (P.C.O. Mfg.) Prolonged Release Tabs. 6 mg. 28 (A),28,6MG,INVEGA (P.C.O. MFG.),55.47,,0.0,N,N,PALIPERIDONE
17532,Dexketoprofen (Rowex) Film Coated Tabs. 25 mg. 50 (A),50,25MG,DEXKETOPROFEN (ROWEX),5.45,,0.0,Y,N,DEXKETOPROFEN
33478,Jaydess Intrauterine Delivery System 13.5 mg. Pack 1 (A),1,13.5MG,JAYDESS INTRAUTERINE DELIVERY SYSTEM,104.87,,0.0,N,N,PLASTIC IUD WITH PROGESTOGEN
22973,Lamictal (P.C.O. Mfg.) Tabs. Disp. 200 mg. 56 (A),56,200MG,LAMICTAL (P.C.O. MFG.),51.92,,0.0,N,N,LAMOTRIGINE
39320,Micardis Plus (iMED Healthcare Ltd.) Tabs. 80 mg./12.5 mg. 28 (A),28,80/12.5MG,MICARDIS PLUS (IMED HEALTHCARE LTD),8.68,,5.88,N,Y,TELMISARTAN AND DIURETICS
42843,Onbrez Breezhaler (P.C.O. Mfg.) Inhalation Pdr. 150 mcg. Hard Caps. 30 Complete Pack 1 (A),1,150MCG,ONBREZ BREEZHALER (P.C.O. MFG.) INHALATION PDR,28.08,,0.0,N,N,INDACATEROL
42891,Onbrez Breezhaler (P.C.O. Mfg.) Inhalation Pdr. 300 mcg. Hard Caps. 30 Complete Pack 1 (A),1,300MCG,ONBREZ BREEZHALER (P.C.O. MFG.) INHALATION PDR,30.27,,0.0,N,N,INDACATEROL
42941,Onglyza (P.C.O. Mfg.) Film Coated Tabs. 5 mg. 28 (A),28,5MG,ONGLYZA (P.C.O. MFG.),33.34,,0.0,N,N,SAXAGLIPTIN
45789,PEGlax Pdr. for Oral Soln. 10 G. Sachets 50 (A),50,10G,PEGLAX PDR FOR ORAL SOLN,17.55,,0.0,N,N,MACROGOL
46820,Pentasa (P.C.O. Mfg. D.P.R.) Sachet Prolonged Release Grans. 1 G. 50 (A),50,1G,PENTASA (P.C.O. MFG. D.P.R.) PROLONGED RELEASE GRANS,40.47,,0.0,N,N,MESALAZINE
49562,Regurin (P.C.O. Mfg.) Film Coated Tabs. 20 mg. 60 (A),60,20MG,REGURIN (P.C.O. MFG.),29.68,,0.0,N,N,TROSPIUM
51208,Reminyl XL (P.C.O. Mfg. D.P.R.) Caps. 16 mg. 28 (A),28,16MG,REMINYL XL (P.C.O. MFG. D.P.R.),33.8,,0.0,N,N,GALANTAMINE
51387,Reminyl XL (P.C.O. Mfg. D.P.R.) Caps. 24 mg. 28 (A),28,24MG,REMINYL XL (P.C.O. MFG. D.P.R.),41.79,,0.0,N,N,GALANTAMINE
52761,Requip-Modutab (P.C.O. Mfg.) Prolonged Release Tabs. 8 mg. 28 (A),28,8MG,REQUIP-MODUTAB (P.C.O. MFG.) PROLONGED RELEASE,52.49,,0.0,N,N,ROPINIROLE
53413,Seretide (iMED Healthcare Ltd.) Diskus 50 mcg./250 mcg. 60 Blisters Complete Pack 1 (A),1,50/250MCG,SERETIDE (IMED HEALTHCARE LTD) DISKUS 60 BLISTERS,23.41,,0.0,N,N,SALMETEROL AND FLUTICASONE
54830,Seretide (P.C.O. Mfg.) Diskus 50 mcg./100 mcg. 60 Blisters Complete Pack 1 (A),1,50/250MCG,SERETIDE (P.C.O. MFG.) DISKUS 60 BLISTERS,16.79,,0.0,N,N,SALMETEROL AND FLUTICASONE
61530,Stalevo (iMED Healthcare Ltd.) Film Coated Tabs. 100 mg./25 mg./200 mg. 100 (A),100,100/25/200MG,STALEVO (IMED HEALTHCARE LTD),53.96,,0.0,N,N,"LEVODOPA, DECARBOXYLASE INHIBITOR AND COMT INHIBITOR"
61720,Targaxan Film Coated Tabs. 550 mg. 56 (A),56,550MG,TARGAXAN,283.4,,0.0,N,N,RIFAXIMIN
61734,Tefin Suppos. 75 mg. 10 (A),10,75MG,TEFIN,4.55,,0.0,N,N,IBUPROFEN
62983,Tefin Suppos 150 mg. 10 (A),10,150MG,TEFIN,5.91,,0.0,N,N,IBUPROFEN
68561,Ursofalk (iMED Healthcare Ltd.) Caps. 250 mg. 100 (A),100,250MG,URSOFALK (IMED HEALTHCARE LTD),24.33,,0.0,N,N,URSODEOXYCHOLIC ACID
69103,Vesitirim (iMED Healthcare Ltd.) Film Coated Tabs. 5 mg. 30 (A),30,5MG,VESITIRIM (IMED HEALTHCARE LTD),16.76,,9.72,N,Y,SOLIFENACIN
88009,Afinitor Tabs. 2.5 mg. 30 (A),30,2.5MG,AFINITOR,0.0,,0.0,N,N,EVEROLIMUS
88107,Bosulif Film Coated Tabs. 100 mg. 28 (A),28,100MG,BOSULIF,0.0,,0.0,N,N,BOSUTINIB
88032,Bosulif Film Coated Tabs. 500 mg. 28 (A),28,500MG,BOSULIF,0.0,,0.0,N,N,BOSUTINIB
88097,Capecitabine (Accord Healthcare Ltd.) Film Coated Tabs. 150 mg. 60 (A),60,150MG,CAPECITABINE (ACCORD HEALTHCARE LTD) FILM COATED,0.0,,20.742,N,Y,CAPECITABINE
88139,Capecitabine (Accord Healthcare Ltd.) Film Coated Tabs. 500 mg. 120 (A),120,500MG,CAPECITABINE (ACCORD HEALTHCARE LTD) FILM COATED,0.0,,123.12,N,Y,CAPECITABINE
88171,Lonquex Soln. for Inj. 6 mg. 1 (A),1,6MG,LONQUEX,0.0,,0.0,N,N,LIPEGFILGRASTIM
88264,Pheburane Grans. 483 mg./G. 174 G. Pack 1 (A),1,483MG/G,PHEBURANE GRANS,0.0,,0.0,N,N,SODIUM PHENYLBUTYRATE
46021,Quetex XR Prolonged Release Tabs. 50 mg. 60 (A),60,50MG,QUETEX XR PROLONGED RELEASE,10.37,,10.368,N,Y,QUETIAPINE
73109,Rabeprazole (KRKA Pharma) Gastro-Resistant Tabs. 10 mg. 28 (A),28,10MG,RABEPRAZOLE (KRKA PHARMA) GASTRO-RESISTANT,4.76,,4.76,N,Y,RABEPRAZOLE
73110,Rabeprazole (KRKA Pharma) Gastro-Resistant Tabs. 20 mg. 28 (A),28,20MG,RABEPRAZOLE (KRKA PHARMA) GASTRO-RESISTANT,6.44,,6.44,N,Y,RABEPRAZOLE
12960,Anastrozole (Rowex) Film Coated Tabs. 1 mg. 28 (A),28,1MG,ANASTROZOLE (ROWEX),14.52,,14.5208,N,Y,ANASTROZOLE
64414,Telmisartan (Accord Healthcare Ltd.) Tabs. 20 mg. 28 (A),28,20MG,TELMISARTAN (ACCORD HEALTHCARE LTD.) ,4.48,,4.48,N,Y,TELMISARTAN
64416,Telmisartan (Accord Healthcare Ltd.) Tabs. 80 mg. 28 (A),28,80MG,TELMISARTAN (ACCORD HEALTHCARE LTD.),3.93,,3.9284,N,Y,TELMISARTAN
13718,Atovaquone/Proguanil Hydrochloride (Gerard Labs.) Film Coated Tabs. 250 mg./100 mg. 12 (A),12,250/100MG,ATOVAQUONE/PROGUANIL HYDROCHLORIDE (GERARD LABS),15.78,,0.0,N,N,"PROGUANIL, COMBINATIONS"
64422,Telmisartan (Clonmel) Film Coated Tabs. 20 mg. 28 (A),28,20MG,TELMISARTAN (CLONMEL) ,4.48,,4.48,N,Y,TELMISARTAN
64423,Telmisartan (Clonmel) Film Coated Tabs. 40 mg. 28 (A),28,40MG,TELMISARTAN (CLONMEL) ,3.02,,3.0184,N,Y,TELMISARTAN
15920,Epipen Junior Soln. for Inj. in Pre-filled Pen 150 mcg. 1 (A),1,150 MCG,EPIPEN JUNIOR SOLN. FOR INJ. IN,48.6,,0.0,N,N,EPINEPHRINE
64424,Telmisartan (Clonmel) Film Coated Tabs. 80 mg. 28 (A),28,80MG,TELMISARTAN (CLONMEL) ,3.93,,3.9284,N,Y,TELMISARTAN
15928,Epipen Junior Soln. for Inj. in Pre-filled Pen 150 mcg. 2 (A),2,150MCG,EPIPEN JUNIOR SOLN. FOR INJ. IN,97.2,,0.0,N,N,EPINEPHRINE
81186,Nepro HP 220 ml. Pack 1 (A),1,,NEPRO HP 220 ML.,2.6,,0.0,N,N,ORAL NUTRITIONAL SUPPLEMENT - RENAL
81188,Nepro HP 500 ml. Pack 1 (A),1,,NEPRO HP 500 ML.,6.64,,0.0,N,N,TUBE FEED - RENAL
27342,Levofloxacin (Bluefish) Film Coated Tabs. 500 mg. 10 (A),10,500MG,LEVOFLOXACIN (BLUEFISH),13.69,,0.0,N,N,LEVOFLOXACIN
28574,Lexapro (P.C.O. Mfg.) Film Coated Tabs. 15 mg. 28 (A),28,15MG,LEXAPRO (P.C.O. MFG.) ,24.86,,3.9312,N,Y,ESCITALOPRAM
28912,Losartan and Hydrochlorothiazide (Bluefish) Film Coated Tabs. 50 mg./12.5 mg. 28 (A),28,50/12.5MG/MG,LOSARTAN AND HYDROCHLOROTHIAZIDE (BLUEFISH),2.8,,2.8,N,Y,LOSARTAN AND DIURETICS
29658,Losartan and Hydrochlorothiazide (Bluefish) Film Coated Tabs. 100 mg./25 mg. 28 (A),28,100/25MG/MG,LOSARTAN AND HYDROCHLOROTHIAZIDE (BLUEFISH),3.02,,3.0212,N,Y,LOSARTAN AND DIURETICS
37136,Lyrica (P.C.O. Mfg.) Hard Caps. 25 mg. 56 (A),56,25MG,LYRICA (P.C.O. MFG.),4.84,,4.2336,N,Y,PREGABALIN
37537,Lyrica (P.C.O. Mfg.) Hard Caps. 200 mg. 84 (A),84,200MG,LYRICA (P.C.O. MFG.),23.59,,23.5872,N,Y,PREGABALIN
21456,Kentera (P.C.O. Mfg.) Transdermal Patch 3.9 mg./24 Hour 8 (A),8,3.9MG/24HR,KENTERA (P.C.O. MFG.) TRANSDERMAL,32.51,,0.0,N,N,OXYBUTYNIN
27159,Levofloxacin (Bluefish) Film Coated Tabs. 250 mg. 10 (A),10,250MG,LEVOFLOXACIN (BLUEFISH),9.45,,0.0,N,N,LEVOFLOXACIN
45752,Palexia Film Coated Tabs. 100 mg. 28 (A),28,100MG,PALEXIA,20.39,,0.0,N,N,TAPENTADOL
65982,Tevaquel XL Prolonged Release Tabs. 50 mg. 60 (A),60,50MG,TEVAQUEL XL PROLONGED RELEASE,10.37,,10.368,N,Y,QUETIAPINE
65997,Tevaquel XL Prolonged Release Tabs. 200 mg. 60 (A),60,200MG,TEVAQUEL XL PROLONGED RELEASE,23.98,,23.982,N,Y,QUETIAPINE
67832,Tevaquel XL Prolonged Release 300 mg. 60 (A),60,300MG,TEVAQUEL XL PROLONGED RELEASE,30.46,,30.462,N,Y,QUETIAPINE
67965,Tevaquel XL Prolonged Release Tabs. 400 mg. 60 (A),60,400MG,TEVAQUEL XL PROLONGED RELEASE,42.12,,42.12,N,Y,QUETIAPINE
68183,Tipol Suppos. 125 mg. 10 (A),10,125MG,TIPOL,4.51,,0.0,N,N,PARACETAMOL
68296,Tipol Suppos. 250 mg. 10 (A),10,250MG,TIPOL,4.72,,0.0,N,N,PARACETAMOL
68472,Tipol Suppos 500 mg. 10 (A),10,500MG,TIPOL,5.49,,0.0,N,N,PARACETAMOL
