Nome do Medicamento;Substância Ativa/DCI;Forma Farmacêutica;Dosagem;Apresentação;Titular de AIM;Via;ATC;PVP;Código;CNPEM
Venlafaxina Desinax;Venlafaxina;Comprimido de libertação prolongada;75 mg;"Blister; 10 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;N06AX16 - venlafaxine;5,36;5806393;50007564
Venlafaxina Desinax;Venlafaxina;Comprimido de libertação prolongada;75 mg;"Blister; 30 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;N06AX16 - venlafaxine;8,47;5806492;50007556
Venlafaxina Generis;Venlafaxina;Cápsula de libertação prolongada;37.5 mg;"Blister; 10 unidade(s)";Generis Farmacêutica, S.A.;Via oral;N06AX16 - venlafaxine;3,46;5719513;50038346
Venlafaxina Generis;Venlafaxina;Cápsula de libertação prolongada;37.5 mg;"Blister; 30 unidade(s)";Generis Farmacêutica, S.A.;Via oral;N06AX16 - venlafaxine;5,36;5719521;50038354
Venlafaxina Generis;Venlafaxina;Cápsula de libertação prolongada;75 mg;"Blister; 30 unidade(s)";Generis Farmacêutica, S.A.;Via oral;N06AX16 - venlafaxine;9,18;5719612;50007556
Venlafaxina Krka;Venlafaxina;Cápsula de libertação prolongada;37.5 mg;"Blister; 30 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;N06AX16 - venlafaxine;5,38;5037429;50038354
Venlafaxina Krka;Venlafaxina;Cápsula de libertação prolongada;37.5 mg;"Blister; 10 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;N06AX16 - venlafaxine;3,12;5037403;50038346
Venlafaxina Krka;Venlafaxina;Cápsula de libertação prolongada;37.5 mg;"Blister; 20 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;N06AX16 - venlafaxine;5,73;5037411;50038346
Venlafaxina Krka;Venlafaxina;Cápsula de libertação prolongada;37.5 mg;"Blister; 60 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;N06AX16 - venlafaxine;17,11;5037437;50042521
Venlafaxina Krka;Venlafaxina;Cápsula de libertação prolongada;75 mg;"Blister; 30 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;N06AX16 - venlafaxine;7,85;5037460;50007556
Venlafaxina Krka;Venlafaxina;Cápsula de libertação prolongada;75 mg;"Blister; 10 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;N06AX16 - venlafaxine;4,18;5037445;50007564
Venlafaxina Krka;Venlafaxina;Cápsula de libertação prolongada;75 mg;"Blister; 20 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;N06AX16 - venlafaxine;7,24;5037452;50007564
Venlafaxina Krka;Venlafaxina;Cápsula de libertação prolongada;75 mg;"Blister; 60 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;N06AX16 - venlafaxine;16,71;5037478;50042475
Venlafaxina Mepha;Venlafaxina;Cápsula de libertação prolongada;150 mg;"Blister; 30 unidade(s)";Teva B.V.;Via oral;N06AX16 - venlafaxine;9,97;5811278;50007572
Venlafaxina Mepha;Venlafaxina;Cápsula de libertação prolongada;37.5 mg;"Blister; 10 unidade(s)";Teva B.V.;Via oral;N06AX16 - venlafaxine;3,46;5811229;50038346
Venlafaxina Mepha;Venlafaxina;Cápsula de libertação prolongada;37.5 mg;"Blister; 30 unidade(s)";Teva B.V.;Via oral;N06AX16 - venlafaxine;5,38;5811237;50038354
Venlafaxina Mepha;Venlafaxina;Cápsula de libertação prolongada;75 mg;"Blister; 30 unidade(s)";Teva B.V.;Via oral;N06AX16 - venlafaxine;8,69;5811260;50007556
Venlafaxina Mylan;Venlafaxina;Cápsula de libertação prolongada;37.5 mg;"Blister; 10 unidade(s)";Viatris Limited;Via oral;N06AX16 - venlafaxine;3,39;5169651;50038346
Venlafaxina Mylan;Venlafaxina;Cápsula de libertação prolongada;37.5 mg;"Blister; 30 unidade(s)";Viatris Limited;Via oral;N06AX16 - venlafaxine;6,01;5169669;50038354
Venlafaxina Mylan;Venlafaxina;Cápsula de libertação prolongada;75 mg;"Blister; 30 unidade(s)";Viatris Limited;Via oral;N06AX16 - venlafaxine;8,69;5169701;50007556
Venlafaxina Mylan;Venlafaxina;Cápsula de libertação prolongada;75 mg;"Blister; 10 unidade(s)";Viatris Limited;Via oral;N06AX16 - venlafaxine;4,28;5169677;50007564
Venlafaxina Pharmakern;Venlafaxina;Cápsula de libertação prolongada;150 mg;"Blister; 30 unidade(s)";Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;Via oral;N06AX16 - venlafaxine;9,97;5989488;50007572
Venlafaxina Pharmakern;Venlafaxina;Cápsula de libertação prolongada;75 mg;"Blister; 30 unidade(s)";Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;Via oral;N06AX16 - venlafaxine;9,18;5989181;50007556
Cymbalta (DP Agon Pharma);Duloxetina;Cápsula gastrorresistente;60 mg;"Blister; 28 unidade(s)";Eli Lilly Nederland, B.V.;Via oral;N06AX21 - duloxetine;16,00;5883459;50109103
Duloxetina Alter;Duloxetina;Cápsula gastrorresistente;30 mg;"Blister; 28 unidade(s)";Alter, S.A.;Via oral;N06AX21 - duloxetine;9,29;5657309;50107216
Duloxetina Alter;Duloxetina;Cápsula gastrorresistente;30 mg;"Blister; 7 unidade(s)";Alter, S.A.;Via oral;N06AX21 - duloxetine;3,69;5657275;50107224
Duloxetina Alter;Duloxetina;Cápsula gastrorresistente;60 mg;"Blister; 28 unidade(s)";Alter, S.A.;Via oral;N06AX21 - duloxetine;11,15;5657325;50109103
Duloxetina Alter;Duloxetina;Cápsula gastrorresistente;60 mg;"Blister; 56 unidade(s)";Alter, S.A.;Via oral;N06AX21 - duloxetine;34,95;5657317;50109111
Duloxetina Aurovitas;Duloxetina;Cápsula gastrorresistente;30 mg;"Blister; 28 unidade(s)";Generis Farmacêutica, S.A.;Via oral;N06AX21 - duloxetine;9,29;5644000;50107216
Duloxetina Aurovitas;Duloxetina;Cápsula gastrorresistente;30 mg;"Blister; 7 unidade(s)";Generis Farmacêutica, S.A.;Via oral;N06AX21 - duloxetine;4,52;5643978;50107224
Duloxetina Aurovitas;Duloxetina;Cápsula gastrorresistente;60 mg;"Blister; 28 unidade(s)";Generis Farmacêutica, S.A.;Via oral;N06AX21 - duloxetine;9,97;5644018;50109103
Duloxetina Bluepharma;Duloxetina;Cápsula gastrorresistente;30 mg;"Blister; 28 unidade(s)";Bluepharma Genéricos - Comércio de Medicamentos S.A.;Via oral;N06AX21 - duloxetine;7,98;5666755;50107216
Duloxetina Bluepharma;Duloxetina;Cápsula gastrorresistente;30 mg;"Blister; 7 unidade(s)";Bluepharma Genéricos - Comércio de Medicamentos S.A.;Via oral;N06AX21 - duloxetine;2,92;5666748;50107224
Duloxetina Bluepharma;Duloxetina;Cápsula gastrorresistente;60 mg;"Blister; 28 unidade(s)";Bluepharma Genéricos - Comércio de Medicamentos S.A.;Via oral;N06AX21 - duloxetine;9,10;5666730;50109103
Duloxetina Farmoz;Duloxetina;Cápsula gastrorresistente;30 mg;"Blister; 28 unidade(s)";Farmoz - Sociedade Técnico Medicinal, S.A.;Via oral;N06AX21 - duloxetine;9,97;5642020;50107216
Duloxetina Farmoz;Duloxetina;Cápsula gastrorresistente;30 mg;"Blister; 7 unidade(s)";Farmoz - Sociedade Técnico Medicinal, S.A.;Via oral;N06AX21 - duloxetine;4,32;5642012;50107224
Duloxetina Generis;Duloxetina;Cápsula gastrorresistente;30 mg;"Blister; 28 unidade(s)";Generis Farmacêutica, S.A.;Via oral;N06AX21 - duloxetine;12,59;5754114;50107216
Duloxetina Generis;Duloxetina;Cápsula gastrorresistente;60 mg;"Blister; 28 unidade(s)";Generis Farmacêutica, S.A.;Via oral;N06AX21 - duloxetine;13,91;5754122;50109103
Duloxetina Krka;Duloxetina;Cápsula gastrorresistente;30 mg;"Blister; 28 unidade(s)";KRKA d.d., Novo mesto;Via oral;N06AX21 - duloxetine;9,97;5634134;50107216
Duloxetina Krka;Duloxetina;Cápsula gastrorresistente;30 mg;"Blister; 7 unidade(s)";KRKA d.d., Novo mesto;Via oral;N06AX21 - duloxetine;4,06;5634126;50107224
Duloxetina Pentafarma;Duloxetina;Cápsula gastrorresistente;30 mg;"Blister; 28 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;N06AX21 - duloxetine;12,64;5642004;50107216
Duloxetina Pentafarma;Duloxetina;Cápsula gastrorresistente;30 mg;"Blister; 7 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;N06AX21 - duloxetine;4,52;5641972;50107224
Duloxetina Pentafarma;Duloxetina;Cápsula gastrorresistente;60 mg;"Blister; 28 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;N06AX21 - duloxetine;13,97;5641964;50109103
Duloxetina Pentafarma;Duloxetina;Cápsula gastrorresistente;60 mg;"Blister; 7 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;N06AX21 - duloxetine;5,19;5641956;50152025
Duloxetina Pharmakern;Duloxetina;Cápsula gastrorresistente;30 mg;"Blister; 28 unidade(s)";Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;Via oral;N06AX21 - duloxetine;9,29;5666839;50107216
Duloxetina Pharmakern;Duloxetina;Cápsula gastrorresistente;30 mg;"Blister; 7 unidade(s)";Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;Via oral;N06AX21 - duloxetine;3,39;5666821;50107224
Duloxetina Pharmakern;Duloxetina;Cápsula gastrorresistente;60 mg;"Blister; 28 unidade(s)";Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;Via oral;N06AX21 - duloxetine;9,97;5666847;50109103
Duloxetina Teva;Duloxetina;Cápsula gastrorresistente;60 mg;"Blister; 28 unidade(s)";Teva Pharma - Produtos Farmacêuticos, Lda.;Via oral;N06AX21 - duloxetine;9,21;5779327;50109103
Duloxetina toLife;Duloxetina;Cápsula gastrorresistente;30 mg;"Blister; 7 unidade(s)";Towa Pharmaceutical, S.A.;Via oral;N06AX21 - duloxetine;4,52;5634662;50107224
Duloxetina toLife;Duloxetina;Cápsula gastrorresistente;30 mg;"Blister; 28 unidade(s)";Towa Pharmaceutical, S.A.;Via oral;N06AX21 - duloxetine;13,23;5634670;50107216
Duloxetina toLife;Duloxetina;Cápsula gastrorresistente;60 mg;"Blister; 28 unidade(s)";Towa Pharmaceutical, S.A.;Via oral;N06AX21 - duloxetine;14,10;5634738;50109103
Duloxetina toLife;Duloxetina;Cápsula gastrorresistente;60 mg;"Blister; 7 unidade(s)";Towa Pharmaceutical, S.A.;Via oral;N06AX21 - duloxetine;5,19;5634720;50152025
Duloxetina Viatris;Duloxetina;Cápsula gastrorresistente;30 mg;"Blister; 28 unidade(s)";Viatris Limited;Via oral;N06AX21 - duloxetine;12,59;5762117;50107216
Duloxetina Viatris;Duloxetina;Cápsula gastrorresistente;30 mg;"Blister; 7 unidade(s)";Viatris Limited;Via oral;N06AX21 - duloxetine;4,10;5762075;50107224
Duloxetina Viatris;Duloxetina;Cápsula gastrorresistente;30 mg;"Blister; 7 unidade(s)";Viatris Limited;Via oral;N06AX21 - duloxetine;4,10;5656053;50107224
Duloxetina Viatris;Duloxetina;Cápsula gastrorresistente;30 mg;"Blister; 7 unidade(s)";Viatris Limited;Via oral;N06AX21 - duloxetine;4,10;5673231;50107224
Duloxetina Viatris;Duloxetina;Cápsula gastrorresistente;30 mg;"Blister; 28 unidade(s)";Viatris Limited;Via oral;N06AX21 - duloxetine;12,59;5656061;50107216
Duloxetina Viatris;Duloxetina;Cápsula gastrorresistente;30 mg;"Blister; 28 unidade(s)";Viatris Limited;Via oral;N06AX21 - duloxetine;12,59;5673249;50107216
Dulxetenon;Duloxetina;Cápsula gastrorresistente;120 mg;"Blister; 28 unidade(s)";Neuraxpharm Portugal, Unipessoal Lda;Via oral;N06AX21 - duloxetine;32,39;5811112;50188569
Dulxetenon;Duloxetina;Cápsula gastrorresistente;30 mg;"Blister; 7 unidade(s) - 30 mg";Neuraxpharm Portugal, Unipessoal Lda;Via oral;N06AX21 - duloxetine;2,83;5757828;50107224
Dulxetenon;Duloxetina;Cápsula gastrorresistente;30 mg;"Blister; 28 unidade(s) - 30 mg";Neuraxpharm Portugal, Unipessoal Lda;Via oral;N06AX21 - duloxetine;7,59;5757810;50107216
Dulxetenon;Duloxetina;Cápsula gastrorresistente;60 mg;"Blister; 28 unidade(s)";Neuraxpharm Portugal, Unipessoal Lda;Via oral;N06AX21 - duloxetine;8,63;5757836;50109103
Dulxetenon;Duloxetina;Cápsula gastrorresistente;90 mg;"Blister; 28 unidade(s)";Neuraxpharm Portugal, Unipessoal Lda;Via oral;N06AX21 - duloxetine;24,92;5811161;50170953
Agomelatina Ciclum;Agomelatina;Comprimido revestido por película;25 mg;"Blister; 28 unidade(s)";Ciclum Farma Unipessoal, Lda.;Via oral;N06AX22 - agomelatine;21,62;5758941;50118366
Agomelatina Ciclum;Agomelatina;Comprimido revestido por película;25 mg;"Blister; 14 unidade(s)";Ciclum Farma Unipessoal, Lda.;Via oral;N06AX22 - agomelatine;12,20;5758933;50118358
Agomelatina Generis;Agomelatina;Comprimido revestido por película;25 mg;"Blister; 28 unidade(s)";Generis Farmacêutica, S.A.;Via oral;N06AX22 - agomelatine;19,50;5757745;50118366
Agomelatina Generis;Agomelatina;Comprimido revestido por película;25 mg;"Blister; 14 unidade(s)";Generis Farmacêutica, S.A.;Via oral;N06AX22 - agomelatine;9,97;5757737;50118358
Agomelatina Mylan;Agomelatina;Comprimido revestido por película;25 mg;"Blister; 28 unidade(s)";Viatris Limited;Via oral;N06AX22 - agomelatine;21,62;5756762;50118366
Agomelatina Mylan;Agomelatina;Comprimido revestido por película;25 mg;"Blister; 14 unidade(s)";Viatris Limited;Via oral;N06AX22 - agomelatine;12,20;5756754;50118358
Agomelatina Zentiva;Agomelatina;Comprimido revestido por película;25 mg;"Blister; 28 unidade(s)";Zentiva Portugal, Lda.;Via oral;N06AX22 - agomelatine;22,76;5755228;50118366
Agomelatina Zentiva;Agomelatina;Comprimido revestido por película;25 mg;"Blister; 14 unidade(s)";Zentiva Portugal, Lda.;Via oral;N06AX22 - agomelatine;11,67;5755210;50118358
Valdoxan;Agomelatina;Comprimido revestido por película;25 mg;"Blister; 28 unidade(s)";Les Laboratoires Servier;Via oral;N06AX22 - agomelatine;26,96;5179643;50118366
Valdoxan;Agomelatina;Comprimido revestido por película;25 mg;"Blister; 14 unidade(s)";Les Laboratoires Servier;Via oral;N06AX22 - agomelatine;18,40;5179635;50118358
Valdoxan (DP Abacus Medicine);Agomelatina;Comprimido revestido por película;25 mg;"Blister; 28 unidade(s)";Les Laboratoires Servier;Via oral;N06AX22 - agomelatine;26,96;5875752;50118366
Valdoxan (DP Agon Pharma);Agomelatina;Comprimido revestido por película;25 mg;"Blister; 28 unidade(s)";Les Laboratoires Servier;Via oral;N06AX22 - agomelatine;26,96;5911110;50118366
Fasilex;Desvenlafaxina;Comprimido de libertação prolongada;100 mg;"Blister; 30 unidade(s)";Neuraxpharm Spain, S.L.U.;Via oral;N06AX23 - desvenlafaxine;9,97;5843115;50192957
Fasilex;Desvenlafaxina;Comprimido de libertação prolongada;50 mg;"Blister; 30 unidade(s)";Neuraxpharm Spain, S.L.U.;Via oral;N06AX23 - desvenlafaxine;8,31;5843123;50192914
Fasilex;Desvenlafaxina;Comprimido de libertação prolongada;50 mg;"Blister; 10 unidade(s)";Neuraxpharm Spain, S.L.U.;Via oral;N06AX23 - desvenlafaxine;3,38;5843156;50192922
Fasilex;Desvenlafaxina;Comprimido de libertação prolongada;50 mg;"Blister; 30 unidade(s)";Neuraxpharm Spain, S.L.U.;Via oral;N06AX23 - desvenlafaxine;9,87;5843131;50192914
Brintellix;Vortioxetina;Comprimido revestido por película;10 mg;"Blister; 28 unidade(s)";H. Lundbeck A/S;Via oral;N06AX26 - vortioxetine;26,81;5588660;50141775
Brintellix;Vortioxetina;Comprimido revestido por película;15 mg;"Blister; 28 unidade(s)";H. Lundbeck A/S;Via oral;N06AX26 - vortioxetine;37,04;5744420;50171283
Brintellix;Vortioxetina;Comprimido revestido por película;20 mg;"Blister; 28 unidade(s)";H. Lundbeck A/S;Via oral;N06AX26 - vortioxetine;47,10;5588678;50141783
Brintellix;Vortioxetina;Comprimido revestido por película;5 mg;"Blister; 14 unidade(s)";H. Lundbeck A/S;Via oral;N06AX26 - vortioxetine;8,81;5588637;50141740
Brintellix;Vortioxetina;Comprimido revestido por película;5 mg;"Blister; 28 unidade(s)";H. Lundbeck A/S;Via oral;N06AX26 - vortioxetine;14,09;5588645;50141759
Brintellix;Vortioxetina;Gotas orais, solução;20 mg/ml;"Frasco; 1 unidade(s) - 15 ml";H. Lundbeck A/S;Via oral;N06AX26 - vortioxetine;26,96;5588702;50141791
Atexam;Metilfenidato;Comprimido de libertação prolongada;18 mg;"Frasco; 30 unidade(s)";Exeltis Healthcare, S.L.;Via oral;N06BA04 - methylphenidate;11,58;5918016;50035584
Atexam;Metilfenidato;Comprimido de libertação prolongada;27 mg;"Frasco; 30 unidade(s)";Exeltis Healthcare, S.L.;Via oral;N06BA04 - methylphenidate;14,10;5917901;50050532
Atexam;Metilfenidato;Comprimido de libertação prolongada;36 mg;"Frasco; 30 unidade(s)";Exeltis Healthcare, S.L.;Via oral;N06BA04 - methylphenidate;14,10;5917935;50035592
Atexam;Metilfenidato;Comprimido de libertação prolongada;45 mg;"Frasco; 30 unidade(s)";Exeltis Healthcare, S.L.;Via oral;N06BA04 - methylphenidate;22,42;5917943;50218255
Atexam;Metilfenidato;Comprimido de libertação prolongada;54 mg;"Frasco; 30 unidade(s)";Exeltis Healthcare, S.L.;Via oral;N06BA04 - methylphenidate;17,55;5918727;50035606
Concerta;Metilfenidato;Comprimido de libertação prolongada;18 mg;"Frasco; 30 unidade(s)";Janssen-Cilag Farmacêutica, Lda;Via oral;N06BA04 - methylphenidate;23,77;4260881;50035584
Concerta;Metilfenidato;Comprimido de libertação prolongada;27 mg;"Frasco; 30 unidade(s)";Janssen-Cilag Farmacêutica, Lda;Via oral;N06BA04 - methylphenidate;30,29;5205307;50050532
Concerta;Metilfenidato;Comprimido de libertação prolongada;36 mg;"Frasco; 30 unidade(s)";Janssen-Cilag Farmacêutica, Lda;Via oral;N06BA04 - methylphenidate;31,68;4261087;50035592
Concerta;Metilfenidato;Comprimido de libertação prolongada;54 mg;"Frasco; 30 unidade(s)";Janssen-Cilag Farmacêutica, Lda;Via oral;N06BA04 - methylphenidate;36,95;4261285;50035606
Metilfenidato Ciclum;Metilfenidato;Cápsula de libertação modificada;10 mg;"Frasco; 30 unidade(s)";Ciclum Farma Unipessoal, Lda.;Via oral;N06BA04 - methylphenidate;5,21;5768213;50057529
Metilfenidato Ciclum;Metilfenidato;Cápsula de libertação modificada;20 mg;"Frasco; 30 unidade(s)";Ciclum Farma Unipessoal, Lda.;Via oral;N06BA04 - methylphenidate;9,97;5768221;50031228
Metilfenidato Ciclum;Metilfenidato;Cápsula de libertação modificada;30 mg;"Frasco; 30 unidade(s)";Ciclum Farma Unipessoal, Lda.;Via oral;N06BA04 - methylphenidate;12,26;5768239;50031244
Metilfenidato Ciclum;Metilfenidato;Cápsula de libertação modificada;40 mg;"Frasco; 30 unidade(s)";Ciclum Farma Unipessoal, Lda.;Via oral;N06BA04 - methylphenidate;16,30;5768247;50031260
Metilfenidato Ciclum;Metilfenidato;Cápsula de libertação modificada;60 mg;"Frasco; 30 unidade(s)";Ciclum Farma Unipessoal, Lda.;Via oral;N06BA04 - methylphenidate;23,14;5768254;50133314
Metilfenidato Ciclum;Metilfenidato;Comprimido de libertação prolongada;18 mg;"Frasco; 30 unidade(s)";Ciclum Farma Unipessoal, Lda.;Via oral;N06BA04 - methylphenidate;13,77;5836804;50035584
Metilfenidato Ciclum;Metilfenidato;Comprimido de libertação prolongada;27 mg;"Frasco; 30 unidade(s)";Ciclum Farma Unipessoal, Lda.;Via oral;N06BA04 - methylphenidate;17,71;5836812;50050532
Metilfenidato Ciclum;Metilfenidato;Comprimido de libertação prolongada;36 mg;"Frasco; 30 unidade(s)";Ciclum Farma Unipessoal, Lda.;Via oral;N06BA04 - methylphenidate;18,53;5836820;50035592
Metilfenidato Ciclum;Metilfenidato;Comprimido de libertação prolongada;54 mg;"Frasco; 30 unidade(s)";Ciclum Farma Unipessoal, Lda.;Via oral;N06BA04 - methylphenidate;21,61;5836838;50035606
Metilfenidato Farmoz;Metilfenidato;Comprimido de libertação prolongada;18 mg;"Frasco; 30 unidade(s)";Farmoz - Sociedade Técnico Medicinal, S.A.;Via oral;N06BA04 - methylphenidate;21,51;5591300;50035584
Metilfenidato Farmoz;Metilfenidato;Comprimido de libertação prolongada;27 mg;"Frasco; 30 unidade(s)";Farmoz - Sociedade Técnico Medicinal, S.A.;Via oral;N06BA04 - methylphenidate;21,06;5757059;50050532
Metilfenidato Farmoz;Metilfenidato;Comprimido de libertação prolongada;36 mg;"Frasco; 30 unidade(s)";Farmoz - Sociedade Técnico Medicinal, S.A.;Via oral;N06BA04 - methylphenidate;22,28;5591326;50035592
Metilfenidato Generis;Metilfenidato;Comprimido de libertação prolongada;18 mg;"Frasco; 30 unidade(s)";Generis Farmacêutica, S.A.;Via oral;N06BA04 - methylphenidate;12,19;5831417;50035584
Metilfenidato Generis;Metilfenidato;Comprimido de libertação prolongada;27 mg;"Frasco; 30 unidade(s)";Generis Farmacêutica, S.A.;Via oral;N06BA04 - methylphenidate;14,10;5831367;50050532
Metilfenidato Generis;Metilfenidato;Comprimido de libertação prolongada;36 mg;"Frasco; 30 unidade(s)";Generis Farmacêutica, S.A.;Via oral;N06BA04 - methylphenidate;16,25;5831474;50035592
Metilfenidato Generis;Metilfenidato;Comprimido de libertação prolongada;54 mg;"Frasco; 30 unidade(s)";Generis Farmacêutica, S.A.;Via oral;N06BA04 - methylphenidate;18,48;5831441;50035606
Metilfenidato Mylan;Metilfenidato;Comprimido de libertação prolongada;18 mg;"Frasco; 30 unidade(s)";Viatris Limited;Via oral;N06BA04 - methylphenidate;20,43;5627716;50035584
Metilfenidato Mylan;Metilfenidato;Comprimido de libertação prolongada;27 mg;"Frasco; 30 unidade(s)";Viatris Limited;Via oral;N06BA04 - methylphenidate;21,06;5694971;50050532
Metilfenidato Mylan;Metilfenidato;Comprimido de libertação prolongada;36 mg;"Frasco; 30 unidade(s)";Viatris Limited;Via oral;N06BA04 - methylphenidate;22,49;5627807;50035592
Metilfenidato Mylan;Metilfenidato;Comprimido de libertação prolongada;54 mg;"Frasco; 30 unidade(s)";Viatris Limited;Via oral;N06BA04 - methylphenidate;26,96;5627815;50035606
Metilfenidato ratiopharm;Metilfenidato;Comprimido de libertação prolongada;18 mg;"Frasco; 30 unidade(s)";Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;Via oral;N06BA04 - methylphenidate;14,10;5762000;50035584
Metilfenidato ratiopharm;Metilfenidato;Comprimido de libertação prolongada;27 mg;"Frasco; 30 unidade(s)";Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;Via oral;N06BA04 - methylphenidate;21,06;5762018;50050532
Metilfenidato ratiopharm;Metilfenidato;Comprimido de libertação prolongada;36 mg;"Frasco; 30 unidade(s)";Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;Via oral;N06BA04 - methylphenidate;21,16;5762026;50035592
Metilfenidato ratiopharm;Metilfenidato;Comprimido de libertação prolongada;54 mg;"Frasco; 30 unidade(s)";Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;Via oral;N06BA04 - methylphenidate;25,94;5762034;50035606
Metilfenidato Sandoz;Metilfenidato;Comprimido de libertação prolongada;18 mg;"Frasco; 30 unidade(s)";Sandoz Farmacêutica, Lda.;Via oral;N06BA04 - methylphenidate;21,98;5444351;50035584
Metilfenidato Sandoz;Metilfenidato;Comprimido de libertação prolongada;27 mg;"Frasco; 30 unidade(s)";Sandoz Farmacêutica, Lda.;Via oral;N06BA04 - methylphenidate;25,49;5563879;50050532
Metilfenidato Sandoz;Metilfenidato;Comprimido de libertação prolongada;36 mg;"Frasco; 30 unidade(s)";Sandoz Farmacêutica, Lda.;Via oral;N06BA04 - methylphenidate;30,93;5444377;50035592
Metilfenidato Sandoz;Metilfenidato;Comprimido de libertação prolongada;54 mg;"Frasco; 30 unidade(s)";Sandoz Farmacêutica, Lda.;Via oral;N06BA04 - methylphenidate;36,95;5444419;50035606
Ritalina LA;Metilfenidato;Cápsula de libertação modificada;20 mg;"Frasco; 30 unidade(s)";Infectopharm Arzneimittel und Consilium GmbH;Via oral;N06BA04 - methylphenidate;19,29;3761780;50031228
Ritalina LA;Metilfenidato;Cápsula de libertação modificada;30 mg;"Frasco; 30 unidade(s)";Infectopharm Arzneimittel und Consilium GmbH;Via oral;N06BA04 - methylphenidate;23,44;3761988;50031244
Ritalina LA;Metilfenidato;Cápsula de libertação modificada;40 mg;"Frasco; 30 unidade(s)";Infectopharm Arzneimittel und Consilium GmbH;Via oral;N06BA04 - methylphenidate;32,60;3762184;50031260
Ritalina LA;Metilfenidato;Cápsula de libertação modificada;60 mg;"Frasco; 30 unidade(s)";Infectopharm Arzneimittel und Consilium GmbH;Via oral;N06BA04 - methylphenidate;46,28;5635115;50133314
Rubifen;Metilfenidato;Comprimido;10 mg;"Blister; 50 unidade(s)";Laboratorios Rubió, S.A.;Via oral;N06BA04 - methylphenidate;8,71;4863684;50038516
Rubifen;Metilfenidato;Comprimido;10 mg;"Blister; 20 unidade(s)";Laboratorios Rubió, S.A.;Via oral;N06BA04 - methylphenidate;4,25;4863387;50038486
Rubifen;Metilfenidato;Comprimido;10 mg;"Blister; 30 unidade(s)";Laboratorios Rubió, S.A.;Via oral;N06BA04 - methylphenidate;5,57;4863486;50038494
Rubifen;Metilfenidato;Comprimido;10 mg;"Blister; 40 unidade(s)";Laboratorios Rubió, S.A.;Via oral;N06BA04 - methylphenidate;6,29;4863585;50038508
Rubifen;Metilfenidato;Comprimido;10 mg;"Blister; 100 unidade(s)";Laboratorios Rubió, S.A.;Via oral;N06BA04 - methylphenidate;14,10;4863783;50038524
Rubifen;Metilfenidato;Comprimido;5 mg;"Blister; 30 unidade(s)";Laboratorios Rubió, S.A.;Via oral;N06BA04 - methylphenidate;3,07;4862983;50038443
Rubifen;Metilfenidato;Comprimido;5 mg;"Blister; 50 unidade(s)";Laboratorios Rubió, S.A.;Via oral;N06BA04 - methylphenidate;4,36;4863189;50038460
Rubifen;Metilfenidato;Comprimido;5 mg;"Blister; 20 unidade(s)";Laboratorios Rubió, S.A.;Via oral;N06BA04 - methylphenidate;2,41;4862884;50038435
Rubifen;Metilfenidato;Comprimido;5 mg;"Blister; 40 unidade(s)";Laboratorios Rubió, S.A.;Via oral;N06BA04 - methylphenidate;3,72;4863080;50038451
Rubifen;Metilfenidato;Comprimido;5 mg;"Blister; 100 unidade(s)";Laboratorios Rubió, S.A.;Via oral;N06BA04 - methylphenidate;6,68;4863288;50038478
Rubifen Retard;Metilfenidato;Cápsula de libertação modificada;30 mg;"Blister; 30 unidade(s) - 30 mg";Laboratorios Rubió, S.A.;Via oral;N06BA04 - methylphenidate;12,26;5859913;50031244
Rubifen Retard;Metilfenidato;Cápsula de libertação modificada;40 mg;"Blister; 30 unidade(s) - 40 mg";Laboratorios Rubió, S.A.;Via oral;N06BA04 - methylphenidate;16,30;5859921;50031260
