value,code,label
REF_CLASS_ATC:N05CD01,N05CD01,N05CD01 - flurazepam
REF_CLASS_ATC:N05CD02,N05CD02,N05CD02 - nitrazepam
REF_CLASS_ATC:N05CD03,N05CD03,N05CD03 - flunitrazepam
REF_CLASS_ATC:N05CD04,N05CD04,N05CD04 - estazolam
REF_CLASS_ATC:N05CD05,N05CD05,N05CD05 - triazolam
REF_CLASS_ATC:N05CD06,N05CD06,N05CD06 - lormetazepam
REF_CLASS_ATC:N05CD07,N05CD07,N05CD07 - temazepam
REF_CLASS_ATC:N05CD08,N05CD08,N05CD08 - midazolam
REF_CLASS_ATC:N05CD09,N05CD09,N05CD09 - brotizolam
REF_CLASS_ATC:N05CD10,N05CD10,N05CD10 - quazepam
REF_CLASS_ATC:N05CD11,N05CD11,N05CD11 - loprazolam
REF_CLASS_ATC:N05CD12,N05CD12,N05CD12 - doxefazepam
REF_CLASS_ATC:N05CD14,N05CD14,N05CD14 - remimazolam
REF_CLASS_ATC:N05CF01,N05CF01,N05CF01 - zopiclone
REF_CLASS_ATC:N05CF02,N05CF02,N05CF02 - zolpidem
REF_CLASS_ATC:N05CF03,N05CF03,N05CF03 - zaleplon
REF_CLASS_ATC:N05CH01,N05CH01,N05CH01 - melatonin
REF_CLASS_ATC:N05CH03,N05CH03,N05CH03 - tasimelteon
REF_CLASS_ATC:N05CM02,N05CM02,N05CM02 - clomethiazole
REF_CLASS_ATC:N05CM09,N05CM09,N05CM09 - Valerianae radix
REF_CLASS_ATC:N05CM18,N05CM18,N05CM18 - dexmedetomidine
REF_CLASS_ATC:N06AA02,N06AA02,N06AA02 - imipramine
REF_CLASS_ATC:N06AA04,N06AA04,N06AA04 - clomipramine
REF_CLASS_ATC:N06AA06,N06AA06,N06AA06 - trimipramine
REF_CLASS_ATC:N06AA07,N06AA07,N06AA07 - lofepramine
REF_CLASS_ATC:N06AA09,N06AA09,N06AA09 - amitriptyline
REF_CLASS_ATC:N06AA10,N06AA10,N06AA10 - nortriptyline
REF_CLASS_ATC:N06AA12,N06AA12,N06AA12 - doxepin
REF_CLASS_ATC:N06AA16,N06AA16,N06AA16 - dosulepin
REF_CLASS_ATC:N06AA19,N06AA19,N06AA19 - amineptine
REF_CLASS_ATC:N06AA21,N06AA21,N06AA21 - maprotiline
REF_CLASS_ATC:N06AA23,N06AA23,N06AA23 - quinupramine
REF_CLASS_ATC:N06AB03,N06AB03,N06AB03 - fluoxetine
REF_CLASS_ATC:N06AB04,N06AB04,N06AB04 - citalopram
REF_CLASS_ATC:N06AB05,N06AB05,N06AB05 - paroxetine
REF_CLASS_ATC:N06AB06,N06AB06,N06AB06 - sertraline
REF_CLASS_ATC:N06AB08,N06AB08,N06AB08 - fluvoxamine
REF_CLASS_ATC:N06AB09,N06AB09,N06AB09 - etoperidone
REF_CLASS_ATC:N06AB10,N06AB10,N06AB10 - escitalopram
REF_CLASS_ATC:N06AG02,N06AG02,N06AG02 - moclobemide
REF_CLASS_ATC:N06AX01,N06AX01,N06AX01 - oxitriptan
REF_CLASS_ATC:N06AX03,N06AX03,N06AX03 - mianserin
REF_CLASS_ATC:N06AX05,N06AX05,N06AX05 - trazodone
REF_CLASS_ATC:N06AX06,N06AX06,N06AX06 - nefazodone
REF_CLASS_ATC:N06AX09,N06AX09,N06AX09 - viloxazine
REF_CLASS_ATC:N06AX11,N06AX11,N06AX11 - mirtazapine
REF_CLASS_ATC:N06AX12,N06AX12,N06AX12 - bupropion
REF_CLASS_ATC:N06AX14,N06AX14,N06AX14 - tianeptine
REF_CLASS_ATC:N06AX16,N06AX16,N06AX16 - venlafaxine
REF_CLASS_ATC:N06AX17,N06AX17,N06AX17 - milnacipran
REF_CLASS_ATC:N06AX18,N06AX18,N06AX18 - reboxetine
REF_CLASS_ATC:N06AX21,N06AX21,N06AX21 - duloxetine
REF_CLASS_ATC:N06AX22,N06AX22,N06AX22 - agomelatine
REF_CLASS_ATC:N06AX23,N06AX23,N06AX23 - desvenlafaxine
REF_CLASS_ATC:N06AX26,N06AX26,N06AX26 - vortioxetine
REF_CLASS_ATC:N06AX31,N06AX31,N06AX31 - zuranolone
REF_CLASS_ATC:N06BA02,N06BA02,N06BA02 - dexamfetamine
REF_CLASS_ATC:N06BA04,N06BA04,N06BA04 - methylphenidate
REF_CLASS_ATC:N06BA07,N06BA07,N06BA07 - modafinil
REF_CLASS_ATC:N06BA09,N06BA09,N06BA09 - atomoxetine
REF_CLASS_ATC:N06BA12,N06BA12,N06BA12 - lisdexamfetamine
REF_CLASS_ATC:N06BA14,N06BA14,N06BA14 - solriamfetol
REF_CLASS_ATC:N06BC01,N06BC01,N06BC01 - caffeine
REF_CLASS_ATC:N06BX02,N06BX02,N06BX02 - pyritinol
REF_CLASS_ATC:N06BX03,N06BX03,N06BX03 - piracetam
REF_CLASS_ATC:N06BX04,N06BX04,N06BX04 - deanol
REF_CLASS_ATC:N06BX06,N06BX06,N06BX06 - citicoline
REF_CLASS_ATC:N06BX07,N06BX07,N06BX07 - oxiracetam
REF_CLASS_ATC:N06BX08,N06BX08,N06BX08 - pirisudanol
REF_CLASS_ATC:N06BX12,N06BX12,N06BX12 - acetylcarnitine
REF_CLASS_ATC:N06BX13,N06BX13,N06BX13 - idebenone
REF_CLASS_ATC:N06BX18,N06BX18,N06BX18 - vinpocetine
REF_CLASS_ATC:N06CA01,N06CA01,N06CA01 - amitriptyline and psycholeptics
REF_CLASS_ATC:N06DA01,N06DA01,N06DA01 - tacrine
REF_CLASS_ATC:N06DA02,N06DA02,N06DA02 - donepezil
REF_CLASS_ATC:N06DA03,N06DA03,N06DA03 - rivastigmine
REF_CLASS_ATC:N06DA04,N06DA04,N06DA04 - galantamine
REF_CLASS_ATC:N06DX01,N06DX01,N06DX01 - memantine
REF_CLASS_ATC:N06DX02,N06DX02,N06DX02 - Ginkgo folium
REF_CLASS_ATC:N06DX04,N06DX04,N06DX04 - lecanemab
REF_CLASS_ATC:N06DX05,N06DX05,N06DX05 - donanemab
REF_CLASS_ATC:N07AA01,N07AA01,N07AA01 - neostigmine
REF_CLASS_ATC:N07AA02,N07AA02,N07AA02 - pyridostigmine
REF_CLASS_ATC:N07AA03,N07AA03,N07AA03 - distigmine
REF_CLASS_ATC:N07AX01,N07AX01,N07AX01 - pilocarpine
REF_CLASS_ATC:N07BA01,N07BA01,N07BA01 - nicotine
REF_CLASS_ATC:N07BA03,N07BA03,N07BA03 - varenicline
REF_CLASS_ATC:N07BA04,N07BA04,N07BA04 - cytisinicline
REF_CLASS_ATC:N07BB01,N07BB01,N07BB01 - disulfiram
REF_CLASS_ATC:N07BB03,N07BB03,N07BB03 - acamprosate
REF_CLASS_ATC:N07BB04,N07BB04,N07BB04 - naltrexone
REF_CLASS_ATC:N07BB05,N07BB05,N07BB05 - nalmefene
REF_CLASS_ATC:N07BC01,N07BC01,N07BC01 - buprenorphine
REF_CLASS_ATC:N07BC02,N07BC02,N07BC02 - methadone
REF_CLASS_ATC:N07BC51,N07BC51,"N07BC51 - buprenorphine, combinations"
REF_CLASS_ATC:N07CA01,N07CA01,N07CA01 - betahistine
REF_CLASS_ATC:N07CA02,N07CA02,N07CA02 - cinnarizine
REF_CLASS_ATC:N07CA03,N07CA03,N07CA03 - flunarizine
REF_CLASS_ATC:N07CA52,N07CA52,"N07CA52 - cinnarizine, combinations"
REF_CLASS_ATC:N07XX01,N07XX01,N07XX01 - tirilazad
REF_CLASS_ATC:N07XX02,N07XX02,N07XX02 - riluzole
REF_CLASS_ATC:N07XX04,N07XX04,N07XX04 - sodium oxybate
REF_CLASS_ATC:N07XX05,N07XX05,N07XX05 - amifampridine
REF_CLASS_ATC:N07XX06,N07XX06,N07XX06 - tetrabenazine
REF_CLASS_ATC:N07XX07,N07XX07,N07XX07 - fampridine
REF_CLASS_ATC:N07XX08,N07XX08,N07XX08 - tafamidis
REF_CLASS_ATC:N07XX11,N07XX11,N07XX11 - pitolisant
REF_CLASS_ATC:N07XX12,N07XX12,N07XX12 - patisiran
REF_CLASS_ATC:N07XX15,N07XX15,N07XX15 - inotersen
REF_CLASS_ATC:N07XX16,N07XX16,N07XX16 - deutetrabenazine
REF_CLASS_ATC:N07XX18,N07XX18,N07XX18 - vutrisiran
REF_CLASS_ATC:N07XX21,N07XX21,N07XX21 - eplontersen
REF_CLASS_ATC:N07XX59,N07XX59,"N07XX59 - dextromethorphan, combinations"
REF_CLASS_ATC:P01AB01,P01AB01,P01AB01 - metronidazole
REF_CLASS_ATC:P01AB02,P01AB02,P01AB02 - tinidazole
REF_CLASS_ATC:P01AB03,P01AB03,P01AB03 - ornidazole
REF_CLASS_ATC:P01AB07,P01AB07,P01AB07 - secnidazole
REF_CLASS_ATC:P01AX06,P01AX06,P01AX06 - atovaquone
REF_CLASS_ATC:P01BA01,P01BA01,P01BA01 - chloroquine
REF_CLASS_ATC:P01BA02,P01BA02,P01BA02 - hydroxychloroquine
REF_CLASS_ATC:P01BB01,P01BB01,P01BB01 - proguanil
REF_CLASS_ATC:P01BB51,P01BB51,P01BB51 - proguanil and atovaquone
REF_CLASS_ATC:P01BB52,P01BB52,P01BB52 - chloroquine and proguanil
REF_CLASS_ATC:P01BC01,P01BC01,P01BC01 - quinine
REF_CLASS_ATC:P01BC02,P01BC02,P01BC02 - mefloquine
REF_CLASS_ATC:P01BD01,P01BD01,P01BD01 - pyrimethamine
REF_CLASS_ATC:P01BE03,P01BE03,P01BE03 - artesunate
REF_CLASS_ATC:P01BF01,P01BF01,P01BF01 - artemether and lumefantrine
REF_CLASS_ATC:P01BF02,P01BF02,P01BF02 - artesunate and mefloquine
REF_CLASS_ATC:P01BF05,P01BF05,P01BF05 - artenimol and piperaquine
REF_CLASS_ATC:P01BX01,P01BX01,P01BX01 - halofantrine
REF_CLASS_ATC:P01CX01,P01CX01,P01CX01 - pentamidine isethionate
REF_CLASS_ATC:P02BA01,P02BA01,P02BA01 - praziquantel
REF_CLASS_ATC:P02CA01,P02CA01,P02CA01 - mebendazole
REF_CLASS_ATC:P02CA02,P02CA02,P02CA02 - tiabendazole
REF_CLASS_ATC:P02CA03,P02CA03,P02CA03 - albendazole
REF_CLASS_ATC:P02CA05,P02CA05,P02CA05 - flubendazole
REF_CLASS_ATC:P02CB01,P02CB01,P02CB01 - piperazine
REF_CLASS_ATC:P02CC01,P02CC01,P02CC01 - pyrantel
REF_CLASS_ATC:P02CC02,P02CC02,P02CC02 - oxantel
REF_CLASS_ATC:P02CF01,P02CF01,P02CF01 - ivermectin
REF_CLASS_ATC:P02DA01,P02DA01,P02DA01 - niclosamide
REF_CLASS_ATC:P03AB02,P03AB02,P03AB02 - lindane
REF_CLASS_ATC:P03AC03,P03AC03,P03AC03 - phenothrin
REF_CLASS_ATC:P03AC04,P03AC04,P03AC04 - permethrin
REF_CLASS_ATC:P03AX01,P03AX01,P03AX01 - benzyl benzoate
REF_CLASS_ATC:R01AA03,R01AA03,R01AA03 - ephedrine
REF_CLASS_ATC:R01AA04,R01AA04,R01AA04 - phenylephrine
REF_CLASS_ATC:R01AA05,R01AA05,R01AA05 - oxymetazoline
REF_CLASS_ATC:R01AA07,R01AA07,R01AA07 - xylometazoline
REF_CLASS_ATC:R01AA08,R01AA08,R01AA08 - naphazoline
REF_CLASS_ATC:R01AA09,R01AA09,R01AA09 - tramazoline
REF_CLASS_ATC:R01AA10,R01AA10,R01AA10 - metizoline
REF_CLASS_ATC:R01AA12,R01AA12,R01AA12 - fenoxazoline
REF_CLASS_ATC:R01AB01,R01AB01,R01AB01 - phenylephrine
REF_CLASS_ATC:R01AB02,R01AB02,R01AB02 - naphazoline
REF_CLASS_ATC:R01AB05,R01AB05,R01AB05 - ephedrine
REF_CLASS_ATC:R01AB06,R01AB06,R01AB06 - xylometazoline
REF_CLASS_ATC:R01AC01,R01AC01,R01AC01 - cromoglicic acid
REF_CLASS_ATC:R01AC02,R01AC02,R01AC02 - levocabastine
REF_CLASS_ATC:R01AC03,R01AC03,R01AC03 - azelastine
REF_CLASS_ATC:R01AC04,R01AC04,R01AC04 - antazoline
REF_CLASS_ATC:R01AC06,R01AC06,R01AC06 - thonzylamine
REF_CLASS_ATC:R01AC51,R01AC51,"R01AC51 - cromoglicic acid, combinations"
REF_CLASS_ATC:R01AD01,R01AD01,R01AD01 - beclometasone
REF_CLASS_ATC:R01AD04,R01AD04,R01AD04 - flunisolide
REF_CLASS_ATC:R01AD05,R01AD05,R01AD05 - budesonide
REF_CLASS_ATC:R01AD08,R01AD08,R01AD08 - fluticasone
REF_CLASS_ATC:R01AD09,R01AD09,R01AD09 - mometasone
REF_CLASS_ATC:R01AD11,R01AD11,R01AD11 - triamcinolone
REF_CLASS_ATC:R01AD12,R01AD12,R01AD12 - fluticasone furoate
REF_CLASS_ATC:R01AD58,R01AD58,"R01AD58 - fluticasone, combinations"
REF_CLASS_ATC:R01AX03,R01AX03,R01AX03 - ipratropium bromide
REF_CLASS_ATC:R01AX06,R01AX06,R01AX06 - mupirocin
REF_CLASS_ATC:R01AX10,R01AX10,R01AX10 - various
REF_CLASS_ATC:R01BA02,R01BA02,R01BA02 - pseudoephedrine
REF_CLASS_ATC:R01BA51,R01BA51,"R01BA51 - phenylpropanolamine, combinations"
REF_CLASS_ATC:R01BA52,R01BA52,"R01BA52 - pseudoephedrine, combinations"
REF_CLASS_ATC:R02AA02,R02AA02,R02AA02 - dequalinium
REF_CLASS_ATC:R02AA03,R02AA03,R02AA03 - dichlorobenzyl alcohol
REF_CLASS_ATC:R02AA05,R02AA05,R02AA05 - chlorhexidine
REF_CLASS_ATC:R02AA06,R02AA06,R02AA06 - cetylpyridinium
REF_CLASS_ATC:R02AA15,R02AA15,R02AA15 - povidone-iodine
REF_CLASS_ATC:R02AA16,R02AA16,R02AA16 - benzalkonium
REF_CLASS_ATC:R02AA20,R02AA20,R02AA20 - various
REF_CLASS_ATC:R02AB01,R02AB01,R02AB01 - neomycin
REF_CLASS_ATC:R02AB02,R02AB02,R02AB02 - tyrothricin
REF_CLASS_ATC:R02AB03,R02AB03,R02AB03 - fusafungine
REF_CLASS_ATC:R02AB04,R02AB04,R02AB04 - bacitracin
REF_CLASS_ATC:R02AD01,R02AD01,R02AD01 - benzocaine
REF_CLASS_ATC:R02AX01,R02AX01,R02AX01 - flurbiprofen
REF_CLASS_ATC:R02AX03,R02AX03,R02AX03 - benzydamine
REF_CLASS_ATC:R03AA01,R03AA01,R03AA01 - epinephrine
REF_CLASS_ATC:R03AB02,R03AB02,R03AB02 - isoprenaline
REF_CLASS_ATC:R03AC02,R03AC02,R03AC02 - salbutamol
REF_CLASS_ATC:R03AC03,R03AC03,R03AC03 - terbutaline
REF_CLASS_ATC:R03AC04,R03AC04,R03AC04 - fenoterol
REF_CLASS_ATC:R03AC08,R03AC08,R03AC08 - pirbuterol
REF_CLASS_ATC:R03AC11,R03AC11,R03AC11 - tulobuterol
REF_CLASS_ATC:R03AC12,R03AC12,R03AC12 - salmeterol
REF_CLASS_ATC:R03AC13,R03AC13,R03AC13 - formoterol
REF_CLASS_ATC:R03AC14,R03AC14,R03AC14 - clenbuterol
REF_CLASS_ATC:R03AC15,R03AC15,R03AC15 - reproterol
REF_CLASS_ATC:R03AC16,R03AC16,R03AC16 - procaterol
REF_CLASS_ATC:R03AC18,R03AC18,R03AC18 - indacaterol
REF_CLASS_ATC:R03AK04,R03AK04,R03AK04 - salbutamol and sodium cromoglicate
REF_CLASS_ATC:R03AK05,R03AK05,R03AK05 - reproterol and sodium cromoglicate
REF_CLASS_ATC:R03AK06,R03AK06,R03AK06 - salmeterol and fluticasone
REF_CLASS_ATC:R03AK07,R03AK07,R03AK07 - formoterol and budesonide
REF_CLASS_ATC:R03AK08,R03AK08,R03AK08 - formoterol and beclometasone
REF_CLASS_ATC:R03AK10,R03AK10,R03AK10 - vilanterol and fluticasone furoate
REF_CLASS_ATC:R03AK11,R03AK11,R03AK11 - formoterol and fluticasone
REF_CLASS_ATC:R03AK12,R03AK12,R03AK12 - salmeterol and budesonide
REF_CLASS_ATC:R03AL01,R03AL01,R03AL01 - fenoterol and ipratropium bromide
REF_CLASS_ATC:R03AL02,R03AL02,R03AL02 - salbutamol and ipratropium bromide
REF_CLASS_ATC:R03AL03,R03AL03,R03AL03 - vilanterol and umeclidinium bromide
REF_CLASS_ATC:R03AL04,R03AL04,R03AL04 - indacaterol and glycopyrronium bromide
REF_CLASS_ATC:R03AL05,R03AL05,R03AL05 - formoterol and aclidinium bromide
REF_CLASS_ATC:R03AL07,R03AL07,R03AL07 - formoterol and glycopyrronium bromide
REF_CLASS_ATC:R03AL08,R03AL08,"R03AL08 - vilanterol, umeclidinium bromide and fluticasone furoate"
REF_CLASS_ATC:R03AL09,R03AL09,"R03AL09 - formoterol, glycopyrronium bromide and beclometasone"
REF_CLASS_ATC:R03AL11,R03AL11,"R03AL11 - formoterol, glycopyrronium bromide and budesonide"
REF_CLASS_ATC:R03AL12,R03AL12,"R03AL12 - indacaterol, glycopyrronium bromide and mometasone"
REF_CLASS_ATC:R03BA01,R03BA01,R03BA01 - beclometasone
REF_CLASS_ATC:R03BA02,R03BA02,R03BA02 - budesonide
REF_CLASS_ATC:R03BA03,R03BA03,R03BA03 - flunisolide
REF_CLASS_ATC:R03BA05,R03BA05,R03BA05 - fluticasone
REF_CLASS_ATC:R03BA07,R03BA07,R03BA07 - mometasone
REF_CLASS_ATC:R03BA08,R03BA08,R03BA08 - ciclesonide
REF_CLASS_ATC:R03BB01,R03BB01,R03BB01 - ipratropium bromide
REF_CLASS_ATC:R03BB04,R03BB04,R03BB04 - tiotropium bromide
REF_CLASS_ATC:R03BB05,R03BB05,R03BB05 - aclidinium bromide
REF_CLASS_ATC:R03BB06,R03BB06,R03BB06 - glycopyrronium bromide
REF_CLASS_ATC:R03BB07,R03BB07,R03BB07 - umeclidinium bromide
REF_CLASS_ATC:R03BC01,R03BC01,R03BC01 - cromoglicic acid
REF_CLASS_ATC:R03BC03,R03BC03,R03BC03 - nedocromil
REF_CLASS_ATC:R03BX01,R03BX01,R03BX01 - fenspiride
REF_CLASS_ATC:R03CA02,R03CA02,R03CA02 - ephedrine
REF_CLASS_ATC:R03CC02,R03CC02,R03CC02 - salbutamol
REF_CLASS_ATC:R03CC03,R03CC03,R03CC03 - terbutaline
REF_CLASS_ATC:R03CC04,R03CC04,R03CC04 - fenoterol
REF_CLASS_ATC:R03CC08,R03CC08,R03CC08 - procaterol
REF_CLASS_ATC:R03CC11,R03CC11,R03CC11 - tulobuterol
REF_CLASS_ATC:R03CC12,R03CC12,R03CC12 - bambuterol
REF_CLASS_ATC:R03CC13,R03CC13,R03CC13 - clenbuterol
REF_CLASS_ATC:R03DA01,R03DA01,R03DA01 - diprophylline
REF_CLASS_ATC:R03DA04,R03DA04,R03DA04 - theophylline
REF_CLASS_ATC:R03DA05,R03DA05,R03DA05 - aminophylline
REF_CLASS_ATC:R03DA08,R03DA08,R03DA08 - bamifylline
REF_CLASS_ATC:R03DB04,R03DB04,R03DB04 - theophylline and adrenergics
REF_CLASS_ATC:R03DC01,R03DC01,R03DC01 - zafirlukast
REF_CLASS_ATC:R03DC03,R03DC03,R03DC03 - montelukast
REF_CLASS_ATC:R03DX03,R03DX03,R03DX03 - fenspiride
REF_CLASS_ATC:R03DX05,R03DX05,R03DX05 - omalizumab
REF_CLASS_ATC:R03DX07,R03DX07,R03DX07 - roflumilast
REF_CLASS_ATC:R03DX08,R03DX08,R03DX08 - reslizumab
REF_CLASS_ATC:R03DX09,R03DX09,R03DX09 - mepolizumab
REF_CLASS_ATC:R03DX10,R03DX10,R03DX10 - benralizumab
REF_CLASS_ATC:R03DX11,R03DX11,R03DX11 - tezepelumab
REF_CLASS_ATC:R05CA02,R05CA02,R05CA02 - potassium iodide
REF_CLASS_ATC:R05CA03,R05CA03,R05CA03 - guaifenesin
REF_CLASS_ATC:R05CA04,R05CA04,R05CA04 - ipecacuanha
REF_CLASS_ATC:R05CA10,R05CA10,R05CA10 - combinations
REF_CLASS_ATC:R05CA12,R05CA12,R05CA12 - Hederae helicis folium
REF_CLASS_ATC:R05CB01,R05CB01,R05CB01 - acetylcysteine
REF_CLASS_ATC:R05CB02,R05CB02,R05CB02 - bromhexine
REF_CLASS_ATC:R05CB03,R05CB03,R05CB03 - carbocisteine
REF_CLASS_ATC:R05CB06,R05CB06,R05CB06 - ambroxol
REF_CLASS_ATC:R05CB07,R05CB07,R05CB07 - sobrerol
REF_CLASS_ATC:R05CB09,R05CB09,R05CB09 - letosteine
REF_CLASS_ATC:R05CB13,R05CB13,R05CB13 - dornase alfa (desoxyribonuclease)
REF_CLASS_ATC:R05CB15,R05CB15,R05CB15 - erdosteine
REF_CLASS_ATC:R05CB16,R05CB16,R05CB16 - mannitol
REF_CLASS_ATC:R05DA01,R05DA01,R05DA01 - ethylmorphine
REF_CLASS_ATC:R05DA04,R05DA04,R05DA04 - codeine
REF_CLASS_ATC:R05DA09,R05DA09,R05DA09 - dextromethorphan
REF_CLASS_ATC:R05DB03,R05DB03,R05DB03 - clobutinol
REF_CLASS_ATC:R05DB05,R05DB05,R05DB05 - pentoxyverine
REF_CLASS_ATC:R05DB07,R05DB07,R05DB07 - oxolamine
REF_CLASS_ATC:R05DB11,R05DB11,R05DB11 - pipazetate
REF_CLASS_ATC:R05DB12,R05DB12,R05DB12 - bibenzonium bromide
REF_CLASS_ATC:R05DB13,R05DB13,R05DB13 - butamirate
REF_CLASS_ATC:R05DB15,R05DB15,R05DB15 - zipeprol
REF_CLASS_ATC:R05DB16,R05DB16,R05DB16 - dibunate
REF_CLASS_ATC:R05DB19,R05DB19,R05DB19 - dropropizine
REF_CLASS_ATC:R05DB20,R05DB20,R05DB20 - combinations
REF_CLASS_ATC:R05DB21,R05DB21,R05DB21 - cloperastine
REF_CLASS_ATC:R05DB27,R05DB27,R05DB27 - levodropropizine
REF_CLASS_ATC:R05DB29,R05DB29,R05DB29 - gefapixant
REF_CLASS_ATC:R05FA02,R05FA02,R05FA02 - opium derivatives and expectorants
REF_CLASS_ATC:R05FB02,R05FB02,R05FB02 - cough suppressants and expectorants
REF_CLASS_ATC:R06AA02,R06AA02,R06AA02 - diphenhydramine
REF_CLASS_ATC:R06AA04,R06AA04,R06AA04 - clemastine
REF_CLASS_ATC:R06AA09,R06AA09,R06AA09 - doxylamine
REF_CLASS_ATC:R06AA52,R06AA52,"R06AA52 - diphenhydramine, combinations"
REF_CLASS_ATC:R06AA59,R06AA59,"R06AA59 - doxylamine, combinations"
REF_CLASS_ATC:R06AB02,R06AB02,R06AB02 - dexchlorpheniramine
REF_CLASS_ATC:R06AB03,R06AB03,R06AB03 - dimetindene
REF_CLASS_ATC:R06AB54,R06AB54,"R06AB54 - chlorphenamine, combinations"
REF_CLASS_ATC:R06AB56,R06AB56,"R06AB56 - dexbrompheniramine, combinations"
REF_CLASS_ATC:R06AD02,R06AD02,R06AD02 - promethazine
REF_CLASS_ATC:R06AD07,R06AD07,R06AD07 - mequitazine
REF_CLASS_ATC:R06AE01,R06AE01,R06AE01 - buclizine
REF_CLASS_ATC:R06AE05,R06AE05,R06AE05 - meclozine
REF_CLASS_ATC:R06AE06,R06AE06,R06AE06 - oxatomide
REF_CLASS_ATC:R06AE07,R06AE07,R06AE07 - cetirizine
REF_CLASS_ATC:R06AE09,R06AE09,R06AE09 - levocetirizine
REF_CLASS_ATC:R06AX02,R06AX02,R06AX02 - cyproheptadine
REF_CLASS_ATC:R06AX07,R06AX07,R06AX07 - triprolidine
REF_CLASS_ATC:R06AX11,R06AX11,R06AX11 - astemizole
REF_CLASS_ATC:R06AX12,R06AX12,R06AX12 - terfenadine
REF_CLASS_ATC:R06AX13,R06AX13,R06AX13 - loratadine
REF_CLASS_ATC:R06AX17,R06AX17,R06AX17 - ketotifen
REF_CLASS_ATC:R06AX18,R06AX18,R06AX18 - acrivastine
REF_CLASS_ATC:R06AX19,R06AX19,R06AX19 - azelastine
REF_CLASS_ATC:R06AX22,R06AX22,R06AX22 - ebastine
REF_CLASS_ATC:R06AX25,R06AX25,R06AX25 - mizolastine
REF_CLASS_ATC:R06AX26,R06AX26,R06AX26 - fexofenadine
REF_CLASS_ATC:R06AX27,R06AX27,R06AX27 - desloratadine
REF_CLASS_ATC:R06AX28,R06AX28,R06AX28 - rupatadine
REF_CLASS_ATC:R06AX29,R06AX29,R06AX29 - bilastine
REF_CLASS_ATC:R07AA02,R07AA02,R07AA02 - natural phospholipids
REF_CLASS_ATC:R07AB07,R07AB07,R07AB07 - almitrine
REF_CLASS_ATC:R07AB08,R07AB08,R07AB08 - dimefline
REF_CLASS_ATC:R07AX01,R07AX01,R07AX01 - nitric oxide
REF_CLASS_ATC:R07AX02,R07AX02,R07AX02 - ivacaftor
REF_CLASS_ATC:R07AX30,R07AX30,R07AX30 - ivacaftor and lumacaftor
REF_CLASS_ATC:R07AX31,R07AX31,R07AX31 - ivacaftor and tezacaftor
REF_CLASS_ATC:R07AX32,R07AX32,"R07AX32 - ivacaftor, tezacaftor and elexacaftor"
REF_CLASS_ATC:R07AX33,R07AX33,"R07AX33 - deutivacaftor, tezacaftor and vanzacaftor"
REF_CLASS_ATC:S01AA01,S01AA01,S01AA01 - chloramphenicol
REF_CLASS_ATC:S01AA02,S01AA02,S01AA02 - chlortetracycline
REF_CLASS_ATC:S01AA03,S01AA03,S01AA03 - neomycin
REF_CLASS_ATC:S01AA04,S01AA04,S01AA04 - oxytetracycline
REF_CLASS_ATC:S01AA05,S01AA05,S01AA05 - tyrothricin
REF_CLASS_ATC:S01AA09,S01AA09,S01AA09 - tetracycline
REF_CLASS_ATC:S01AA11,S01AA11,S01AA11 - gentamicin
REF_CLASS_ATC:S01AA12,S01AA12,S01AA12 - tobramycin
REF_CLASS_ATC:S01AA13,S01AA13,S01AA13 - fusidic acid
REF_CLASS_ATC:S01AA16,S01AA16,S01AA16 - rifamycin
REF_CLASS_ATC:S01AA19,S01AA19,S01AA19 - ampicillin
REF_CLASS_ATC:S01AA20,S01AA20,S01AA20 - antibiotics in combination with other drugs
REF_CLASS_ATC:S01AA23,S01AA23,S01AA23 - netilmicin
REF_CLASS_ATC:S01AA26,S01AA26,S01AA26 - azithromycin
REF_CLASS_ATC:S01AA27,S01AA27,S01AA27 - cefuroxime
REF_CLASS_ATC:S01AA30,S01AA30,S01AA30 - combinations of different antibiotics
REF_CLASS_ATC:S01AB04,S01AB04,S01AB04 - sulfacetamide
REF_CLASS_ATC:S01AD02,S01AD02,S01AD02 - trifluridine
REF_CLASS_ATC:S01AD03,S01AD03,S01AD03 - aciclovir
REF_CLASS_ATC:S01AD05,S01AD05,S01AD05 - interferon
REF_CLASS_ATC:S01AD06,S01AD06,S01AD06 - vidarabine
REF_CLASS_ATC:S01AD09,S01AD09,S01AD09 - ganciclovir
REF_CLASS_ATC:S01AE01,S01AE01,S01AE01 - ofloxacin
REF_CLASS_ATC:S01AE02,S01AE02,S01AE02 - norfloxacin
REF_CLASS_ATC:S01AE03,S01AE03,S01AE03 - ciprofloxacin
REF_CLASS_ATC:S01AE04,S01AE04,S01AE04 - lomefloxacin
REF_CLASS_ATC:S01AE05,S01AE05,S01AE05 - levofloxacin
REF_CLASS_ATC:S01AE07,S01AE07,S01AE07 - moxifloxacin
REF_CLASS_ATC:S01AX05,S01AX05,S01AX05 - bibrocathol
REF_CLASS_ATC:S01AX07,S01AX07,S01AX07 - sodium borate
REF_CLASS_ATC:S01AX08,S01AX08,S01AX08 - hexamidine
REF_CLASS_ATC:S01AX09,S01AX09,S01AX09 - chlorhexidine
REF_CLASS_ATC:S01AX18,S01AX18,S01AX18 - povidone-iodine
REF_CLASS_ATC:S01BA01,S01BA01,S01BA01 - dexamethasone
